accuracy@1,accuracy@5,accuracy@10
276892,267270,250443
271765,267196,256327
270531,267516,256346
214807,265947,261553
286063,267103,262939
287119,267752,258727
287278,267126,262984
274532,268303,260761
284858,252416,248796
287665,267174,263664
281695,267717,247444
288480,268389,263603
288856,267886,263967
287307,253214,263529
202414,236630,263677
279356,268543,260514
148532,268307,262955
84620,268787,264019
290125,268613,264553
289401,268410,263971
277714,267466,257188
290204,268649,263563
290397,269305,264703
290320,267468,264212
142593,269599,264762
290635,269533,264764
290759,213185,263518
291229,267895,252251
291030,270177,264705
291354,270140,264425
289752,242388,265427
288474,136515,265393
291724,266974,265606
277355,263589,264399
291788,185204,265991
292187,270663,265481
275979,270654,266499
72872,268651,266475
211983,270861,266407
281383,270880,266516
286040,270406,266828
278081,271017,254498
293490,271179,255000
274432,270670,266385
72905,188320,267270
292227,222783,267196
294171,267507,267516
288468,272259,265947
294368,253056,267103
260407,272631,267752
295368,271634,267126
295232,267680,268303
295774,272710,252416
185202,272868,267174
295513,272834,267717
295856,272833,268389
297911,273117,267886
297605,273280,253214
297477,268529,236630
297823,271384,268543
299302,272046,268307
299436,272412,268787
119192,273492,268613
246505,273631,268410
298805,273521,267466
298612,273919,253217
299094,273939,268649
299241,274295,269305
295483,274169,267468
301018,274188,269506
298942,274022,269599
293931,274538,269533
279454,236808,213185
302053,245278,269950
69814,274931,267895
225401,274890,270177
302861,274274,270140
302950,273099,242388
298435,271029,136515
304802,275207,266974
305070,262981,263589
304606,254861,185204
305537,270676,270663
305536,270495,226973
305294,270316,270654
305553,274001,268651
305335,275484,270861
304093,180176,270880
305332,268503,270406
305704,275681,271017
305095,275913,271179
297480,275875,270670
212594,276760,259687
307681,276531,188320
308057,276826,222783
308500,276506,267507
213050,276854,272259
305096,276485,253056
247216,277175,272631
308496,276516,271634
288824,276564,267680
310083,277195,272710
310660,276569,272868
310290,277668,272827
310912,277442,272834
311129,277437,272833
311303,277539,273117
311292,277268,273083
311302,279501,273095
311602,279042,273280
291749,277474,268529
311466,77217,271384
311632,280976,272046
311819,278370,272412
310636,277377,273492
311687,279313,273631
309570,278981,273521
288669,275617,273919
298744,278780,273939
312097,280921,274295
118049,280708,274169
312528,277315,274188
312722,278376,274022
307991,277567,274538
311809,283346,236808
309907,279676,245278
313182,277438,274931
312956,278625,274890
313197,279917,274274
313787,281352,273099
312346,279273,271029
313937,283688,275207
314914,283958,262981
314064,278959,254861
316811,282441,270676
312830,283313,270495
313593,277356,273354
317782,273850,270316
294860,276110,274001
317843,279712,275484
218929,283108,266172
320484,275900,180176
312365,65796,269413
314416,280569,268503
322253,273678,275681
312960,281725,275913
315140,279877,275875
316806,278944,275552
323056,285656,276760
323373,108792,276531
323219,268789,276553
323092,279441,276826
317163,36802,276506
320064,68194,276854
321974,285641,276485
323995,279052,277175
276346,251270,276516
325012,262925,276564
324497,286687,277195
325153,276892,276569
284028,271765,277668
326479,270531,277442
327365,214807,277437
327113,286063,277539
326672,287119,277268
326861,142490,279501
328290,278704,279042
150870,287278,277474
322525,274532,245572
328706,287694,77217
329576,218562,280976
327332,284858,281011
329916,287665,278370
329058,281695,277377
327560,288480,279313
330540,277072,278981
332003,288452,173888
331474,288856,275617
332083,289219,278780
331993,287307,280921
332599,289467,280708
332887,202414,277315
332700,288506,278376
332600,279356,277567
333086,148532,283346
333386,84620,279676
332917,290125,277438
332389,289401,278625
333500,289244,279917
334067,277714,277454
332282,290240,281352
331310,290204,279273
334723,290397,283688
333893,290320,283958
319188,142593,278959
322293,290635,282441
324662,279408,283313
332096,290759,277356
329216,291229,273850
335382,291030,276110
335882,291354,279712
335304,289752,283108
320636,288474,275900
337203,291724,65796
335134,277355,280569
337263,291918,273678
335373,288964,281725
275071,291788,279877
336957,291486,278944
338825,292187,285656
338448,292321,108792
338981,275979,268789
339345,72872,279441
333323,211983,36802
340248,281383,68194
340603,235554,285641
270490,286040,280537
65899,278081,279052
327260,293490,251270
341212,274432,262925
336379,72905,286687
341958,293513,276892
342192,292227,271765
335307,294171,270531
333630,288468,214807
339138,294368,286063
335056,260407,287119
344597,295368,142490
344516,295232,278704
336485,294335,287278
344591,295774,276416
87238,274963,274532
344642,295681,287694
345924,185202,218562
306941,295513,284858
344460,295856,287665
344392,188372,281695
322912,297911,287495
344487,295185,288480
344878,297605,277072
348761,297477,288452
345650,297823,288856
340297,299302,289219
175821,296284,287307
351494,298473,289467
347490,299436,202414
352291,299686,288506
352487,119192,279356
348309,246505,148532
352694,298805,84620
347756,298612,290125
350312,299094,289401
355090,299241,289244
356476,295483,277714
331948,301091,290240
345682,301018,290204
357026,298942,290397
349978,293931,290320
342282,279454,290216
293932,301863,142593
345093,302053,290635
154904,271298,279408
361189,69814,290759
361313,225401,291229
346517,302861,291030
361177,302950,291354
361292,301911,289752
337269,303499,288474
362999,298435,291724
362291,304802,291726
335962,303487,277355
275159,302972,291918
362246,305070,288964
297186,304606,291788
363801,305537,291486
364761,305536,292187
360872,305294,292321
364764,305553,275979
333448,305335,72872
364768,304093,211983
364769,305332,281383
364766,305704,290568
364767,36806,235554
365462,305095,286040
365473,297480,278081
365772,294737,293315
96320,305224,293490
348205,303263,274432
368417,307403,72905
369151,307947,293513
369226,212594,292227
369227,307681,294171
369228,308057,288468
358022,308381,294368
362133,308500,260407
368710,213050,295368
372760,305096,295232
372599,308445,294335
372729,303818,295774
372138,247216,274963
333972,308496,295681
374628,291253,185202
373794,288824,295513
373253,310083,295856
364116,310660,188372
373036,310290,297911
375619,310912,297507
375830,311216,295185
376826,311129,297605
365961,311303,297477
375721,311292,297823
376589,305433,299302
377074,311302,296284
378344,282229,298473
377155,310648,299436
372790,311602,299686
378482,291749,119192
99718,311466,246505
378081,311632,298805
368629,311631,298612
379005,311819,299094
380730,291326,299241
378264,310636,300070
383069,311687,300641
339342,309570,295483
113342,288669,301091
339344,311974,301018
381333,312112,298942
380533,298744,293931
383074,312097,279454
381006,309753,301863
377600,118049,302053
345296,311973,271298
245388,312528,69814
385070,312722,225401
386260,307991,302861
385939,311809,301212
386220,309907,302950
387144,313182,301911
387518,312956,303499
379792,313197,298435
386778,313787,304802
387980,311817,303487
383189,312346,302972
382175,313937,305070
378383,314914,304606
387641,314064,305537
390713,313711,305536
383392,313594,305294
391269,316811,305553
391404,312830,305335
391408,317051,304093
391675,313593,305332
391722,317782,305704
387755,294761,36806
391398,294860,305095
391892,317843,297480
391127,313315,294737
391364,218929,305224
391050,315812,303263
384887,299451,307403
387204,313208,307947
392420,320581,212594
365934,302802,307681
391254,320484,308057
392569,321359,308381
388105,321614,308500
391742,312365,213050
387315,314416,305096
392610,284777,308445
392839,322137,303818
392811,243529,247216
392785,322253,308496
380875,322222,291253
392784,312960,288824
389910,315140,310083
393729,322438,310660
393856,316806,310290
393792,323056,310912
388402,323373,310401
394473,317872,311216
392498,323219,311129
394851,323092,311303
381915,317163,311292
393833,320064,305433
399151,321974,311302
399563,323995,282229
388628,276346,310648
399560,325012,311602
396316,318830,291749
399562,324497,311466
404163,325153,311632
384175,284028,311631
405244,324345,311819
406623,298698,291326
392774,326200,310636
406912,326479,311687
407457,297511,309570
408146,327365,288669
408298,327113,311974
408608,326672,312112
407270,326861,298744
394803,328290,312097
409239,300620,309753
411058,150870,277098
412885,324236,118049
413195,328053,311973
413197,328654,312528
413199,322525,312722
413338,328706,307991
413335,329576,311809
413333,327332,309907
413337,328909,313182
413325,329916,312956
413331,319893,313197
413328,329058,313787
409029,329814,311817
413457,327560,312346
412584,330299,313937
414134,331676,314914
413316,331698,314064
413334,330540,313711
404543,332003,313594
336054,331474,316811
421045,332083,312830
422042,331993,317051
405453,332599,313593
422090,332887,313121
423721,210451,317782
425907,332700,294761
339754,332872,294860
426009,332600,309269
,332830,317843
,333086,313740
,333386,313315
,332917,218929
,332389,315812
,333500,319582
,334067,313846
,332282,299451
,331310,313208
,334723,320581
,333893,302802
,319188,320484
,322293,297633
,324662,321359
,334865,321614
,332096,321898
,329216,322151
,335382,312365
,334624,314416
,335882,284777
,335928,322137
,335304,243529
,306039,322253
,320636,322222
,337203,312960
,335134,315140
,337263,322438
,272331,316806
,335373,323056
,275071,303454
,335887,323373
,336957,317872
,338825,323219
,338448,323092
,339116,317163
,338981,320064
,339345,323535
,333323,321974
,333759,323995
,339941,276346
,340248,325012
,339655,318830
,340603,324497
,270490,325153
,65899,284028
,327260,324345
,341212,298698
,341361,326200
,336379,326479
,341958,297511
,342279,327365
,342192,327113
,341134,324254
,341402,326672
,343560,326861
,335307,328290
,338127,327974
,333630,300620
,342648,150870
,339138,324236
,343816,328396
,344324,328053
,335056,328654
,344597,329181
,344516,322525
,336485,328706
,344591,329576
,344686,327332
,87238,328909
,344642,329916
,345924,319893
,306941,329058
,344460,329814
,344392,327560
,341895,330299
,345892,331676
,322912,331698
,344487,330540
,344878,332003
,347022,331474
,348761,332083
,345650,331993
,340297,332599
,175821,332887
,351494,210451
,347490,332700
,352291,332872
,352487,332600
,348309,332830
,352694,333086
,347756,333386
,352880,332917
,350751,332389
,350312,333500
,355090,334067
,343331,332282
,356476,331310
,331948,334723
,358188,333893
,345682,319188
,357026,322293
,349978,324662
,359289,334865
,342282,332096
,293932,329216
,345093,335382
,27096,335589
,350783,334624
,154904,335882
,332259,335928
,361189,335304
,361313,306039
,346517,320636
,361177,329872
,361292,337203
,359869,335134
,356571,337263
,337269,272331
,362999,335373
,362291,275071
,335962,335887
,275159,336957
,362246,338825
,297186,338448
,364144,339116
,363801,338937
,364761,338981
,361004,339345
,340729,333323
,360872,333759
,364764,339941
,333448,340248
,364768,339655
,364769,340603
,364766,270490
,364767,116892
,219305,65899
,365807,243894
,366989,327260
,365462,341212
,365473,341361
,365772,336379
,96320,341958
,367120,342279
,367414,342192
,348205,341134
,368417,341190
,367848,341402
,369151,342488
,367809,343560
,369226,335307
,369227,338127
,369228,333630
,356414,342648
,368757,339138
,358022,343816
,362133,344324
,368710,335056
,363309,344597
,372760,344516
,338975,343454
,370355,336485
,372599,344591
,355341,344686
,372729,87238
,372138,344642
,333972,345924
,374628,306941
,373794,344460
,373253,344392
,364116,341895
,373036,345892
,375619,322912
,375830,344487
,376826,344878
,373467,347022
,365961,348761
,375721,345650
,376589,340297
,377074,175821
,378344,351494
,377155,335857
,372790,347490
,340054,352291
,378482,352487
,99718,352860
,378081,348309
,368629,352694
,379005,347756
,380730,352880
,382887,350751
,378264,350312
,383069,326311
,339342,355090
,376448,355524
,113342,349812
,382840,343331
,339344,356476
,381333,331948
,380533,358188
,383074,345682
,322638,357026
,381006,349978
,384381,359289
,377600,342282
,345296,293932
,245388,345093
,385070,27096
,386260,350783
,385939,154904
,386220,332259
,387144,361189
,387518,361313
,379792,346517
,386778,361177
,372560,304001
,387980,361292
,383189,359869
,382175,356571
,378383,337269
,386893,362999
,387641,362291
,389773,335962
,390713,275159
,383392,362246
,385253,297186
,383369,364144
,391269,363801
,391404,364761
,391408,361004
,391675,340729
,391722,360872
,387755,364764
,391398,333448
,391892,364768
,391127,364769
,391263,364766
,391364,364767
,259141,219305
,391050,365807
,390853,366989
,384887,365462
,387204,365473
,392420,365772
,365934,96320
,391254,367120
,391459,344401
,392569,367414
,384886,348205
,392229,368417
,388105,367848
,392616,369151
,391742,367809
,387315,369226
,392610,369227
,392839,369228
,392811,356414
,392389,368757
,392785,358022
,380875,362133
,392784,368710
,389910,363309
,393156,372760
,39934,338975
,393681,370355
,393729,372599
,393856,355341
,393727,372729
,393728,372138
,393723,333972
,393792,374628
,388402,373794
,394473,373253
,395411,364116
,392498,373036
,394851,375619
,398046,375830
,381915,376826
,398070,373467
,398386,365961
,393833,375721
,399151,376589
,399563,377074
,403346,378344
,403941,377155
,388628,372790
,399560,340054
,396316,378482
,399562,99718
,404163,378081
,404776,368629
,384175,379005
,405244,380730
,406623,382887
,392774,378264
,403102,383069
,406912,339342
,407457,376448
,407479,113342
,408146,382840
,408298,339344
,408608,381333
,408957,380533
,407555,383074
,407270,322638
,394803,381006
,409239,384381
,411058,377600
,412885,345296
,413195,377961
,413197,245388
,413199,385070
,413338,386260
,413200,385939
,413335,386220
,413333,387144
,413337,387518
,413325,379792
,413331,386778
,413328,372560
,414455,387980
,414957,383189
,409029,384315
,411452,382175
,413457,378383
,412584,386893
,414134,324435
,413316,387641
,413334,389773
,404543,390713
,336054,383392
,377113,385253
,421045,383369
,422042,391269
,405453,391404
,422090,391408
,358407,391675
,423721,377019
,421255,391722
,425907,387755
,423951,391398
,416799,391892
,339754,380966
,425516,391127
,426009,391263
,425999,391364
,,259141
,,391050
,,390853
,,384887
,,387204
,,392420
,,365934
,,391254
,,391459
,,392569
,,384886
,,392229
,,388105
,,392616
,,391742
,,387315
,,392610
,,392839
,,392811
,,392389
,,392785
,,380875
,,392784
,,389910
,,393156
,,39934
,,393681
,,393729
,,393856
,,393727
,,393728
,,393723
,,393792
,,388402
,,394473
,,395411
,,392498
,,394851
,,398046
,,381915
,,398070
,,398386
,,393833
,,399151
,,399563
,,403346
,,403941
,,388628
,,399560
,,396316
,,399562
,,404163
,,404776
,,384175
,,405244
,,406623
,,392774
,,403102
,,406912
,,407457
,,407479
,,408146
,,408298
,,408608
,,408957
,,407555
,,407270
,,394803
,,409603
,,409239
,,411058
,,412885
,,413195
,,413197
,,413199
,,413338
,,413200
,,413335
,,413333
,,413337
,,413325
,,413331
,,413328
,,414455
,,408505
,,414957
,,409029
,,411452
,,413457
,,412584
,,414134
,,413316
,,413334
,,404543
,,336054
,,377113
,,421045
,,422042
,,405453
,,422090
,,358407
,,423721
,,421255
,,425907
,,423951
,,416799
,,339754
,,425516
,,426009
,,425999
