accuracy@1,accuracy@5,accuracy@10
258679,238299,250198
256656,256764,240159
251575,258352,247294
267117,259536,204837
267560,256422,220557
267469,258736,256561
260664,256889,259219
267722,248752,259821
267977,188380,258810
269058,252290,254550
269711,261852,259553
269466,262101,260904
230360,262222,261398
263690,125437,261827
270146,249441,250807
260417,262392,257094
270774,261861,261752
270989,262380,255076
271799,262706,258934
271830,262619,238299
271683,262606,256764
272065,262935,258352
271834,262707,259536
112337,262962,256422
272165,252561,258736
266970,261506,256889
265422,255734,248752
218302,263413,188380
270174,263207,252290
89256,185569,261852
266097,261865,262101
273012,263856,262222
272913,263984,125437
190838,263852,249441
267834,211003,262392
273330,263819,261861
267934,263898,262380
255576,263927,262706
230449,219930,262619
258177,264065,262606
268819,203154,262935
249851,243824,262707
269264,194209,262962
270952,190610,252561
272763,238157,262877
196691,143430,261506
273752,264216,255734
155008,264317,263413
273667,211933,263207
224341,258016,185569
267791,254984,261865
261622,264094,263856
273706,264519,263984
273697,263781,263852
269020,265374,240574
274236,265214,211003
236628,260892,263819
270457,264574,263898
246131,242388,263927
274699,264777,219930
275075,264796,264065
255703,265440,203154
237124,265647,243824
269210,239945,194209
99493,265754,190610
231505,259557,238157
116284,265856,143430
271339,255172,264216
272528,259954,264317
130043,265159,211933
274618,265204,258016
270465,265739,254984
262636,264278,264094
271744,263855,264519
273828,264845,263781
275170,265164,265374
275197,266391,265214
275298,265721,260892
275627,266204,264574
272307,266699,264899
276520,266659,242388
277230,263845,264777
277513,266345,264796
277676,57762,265440
74337,241208,265647
277966,266485,239945
270797,265425,265754
278091,255136,259557
278243,264030,265856
275743,168682,255172
278514,266177,259954
278659,266958,265159
278829,186025,265204
278550,267021,265739
280000,266295,264278
279849,162102,263855
280087,267080,264845
280499,255793,265164
280695,266862,266391
281126,221977,265721
276202,265813,266204
281888,266894,266699
282016,266677,266659
281897,266018,263845
282733,244354,266345
282276,150626,266769
282319,183602,57762
282890,264650,241208
282875,218673,266485
283442,264039,265425
283443,259952,255136
283359,267242,264030
283340,232777,168682
283649,213848,266177
283215,258679,266958
283631,256656,186025
283876,251575,267021
283790,267117,266295
283194,198971,162102
283896,213645,267080
284164,267560,255793
283536,218884,266862
284138,262666,221977
284180,267469,265813
284213,260664,266894
284340,267722,266677
284349,248103,266018
184345,267977,244354
283887,269058,150626
284622,269027,183602
281744,266367,264650
284750,269711,218673
283676,267408,264039
276324,269466,259952
224546,230360,267242
283283,263690,232777
286949,270146,213848
286678,260417,258679
286867,270774,256656
276371,270989,251575
286013,271799,267117
269844,271830,198971
278965,271683,267495
280656,272065,213645
288352,271834,267560
288388,112337,218884
288394,199499,262666
288154,272165,267469
275018,266970,260664
287103,252887,267722
286542,265422,248103
271501,262173,267977
249915,218302,269058
283555,250125,269027
170731,270174,266367
283120,268816,269711
289599,89256,267408
283551,266097,269466
245457,194917,230360
290909,273012,270120
211664,272913,263690
290450,190838,270146
259357,272583,260417
290834,267834,68684
275477,273330,270774
282653,241877,270989
288804,267934,271799
199127,223843,271830
276164,248943,271683
262022,255576,272065
284330,202057,271834
256651,230449,112337
279553,258177,199499
165180,268819,272165
292170,249851,266970
277886,269264,252887
290964,270952,265422
280799,211433,263090
292762,239518,262173
193600,219536,218302
250604,272763,250125
292901,196691,270174
292672,273752,268816
293303,155008,89256
293346,273667,266097
293600,257167,194917
289988,224341,273012
294096,267791,272913
294307,249502,190838
292247,261622,272583
289409,273706,267834
294738,273697,273163
293130,269020,273330
283898,274236,241877
295611,236628,267934
58474,270822,223843
294796,274075,248943
294303,270457,255576
270092,246131,202057
294790,274699,230449
292322,273738,258177
294210,181836,268819
292091,275075,249851
126705,274862,269264
253232,255703,270952
295386,237124,211433
296473,269210,239518
294462,99493,219536
284265,231505,272763
296796,116284,196691
296822,271339,273752
229340,272528,155008
296646,130043,273667
296565,274618,257167
296159,270465,224341
297486,262636,154730
158642,275509,267791
298415,271744,249502
271530,270795,261622
255629,273828,273706
298748,275170,273697
298848,275197,269020
296253,275298,274236
298900,275627,236628
299166,275929,270822
299207,264804,270769
299272,272307,274075
299554,276520,270457
299083,274132,246131
299624,277230,274699
299588,277213,273738
296748,277513,181836
295803,276869,275075
298747,277676,274862
94796,74337,255703
296728,277966,237124
288624,270797,269210
299152,278091,99493
296691,278243,231505
295250,278375,116284
301101,278369,271339
301362,275743,272528
298835,278514,130043
300862,278659,274618
301193,278829,270465
300173,278550,262636
122772,280000,275509
301133,279849,271744
301895,280087,268533
300502,280499,270795
301972,280695,273828
297054,280938,275170
302404,281126,275197
301717,276202,275298
302152,281888,275627
300223,281752,275929
264194,282016,264804
299529,281897,272307
296800,282733,276520
302297,282276,274132
299731,282319,248908
278352,282890,277230
299585,282875,275932
303290,283442,277213
300468,283443,277513
303305,283178,276869
303328,282874,277676
288358,283359,74337
303544,283216,277966
303344,283340,270797
303682,282898,278091
303801,283649,278243
303951,283215,278375
295981,283631,278369
279599,283876,278479
299536,283790,275743
300855,283194,278514
301129,283896,278659
301131,284164,278829
304211,283536,278550
304420,284138,279269
300046,284180,280000
301841,284213,279849
304501,284340,280087
304586,284349,280499
272997,184345,280695
292813,284604,280938
304199,283887,281126
304926,284622,276202
304929,281744,281888
305004,284750,281752
305036,283676,282016
305032,276324,282008
280964,224546,281897
305114,283283,282733
305156,286949,282276
304393,284650,282319
305792,284319,279452
287319,286678,282890
305852,286867,282875
305796,269869,283442
306052,278064,283443
305542,276371,283178
306545,286013,282874
271956,269844,283359
307122,278965,283615
306738,280656,283216
307389,288352,283340
307074,288388,282898
307134,288394,283649
307570,272474,283215
307485,288154,283631
307747,275018,283876
307901,287103,283790
307923,279939,283194
308382,286542,283896
308394,271501,284164
307427,266545,283536
308584,249915,284138
308592,282779,284180
308544,283555,284213
308675,170731,284340
297184,283120,284349
308671,289599,184345
308894,283551,284604
305585,245457,283887
308975,64830,284622
304046,290909,281744
273436,211664,284750
297256,290450,283676
194988,288770,276324
307858,259357,224546
309041,291934,283283
160242,290834,286949
148993,275477,284650
301196,282653,284319
212894,288804,286678
293841,199127,286867
307405,276164,269869
309851,287454,278064
292427,262022,287621
274198,284330,276371
302441,256651,286013
302277,279553,269844
261031,165180,278965
309996,292170,280656
287536,277886,288352
285529,290964,288388
305703,280799,288364
310685,292762,288394
310853,193600,272474
310843,292759,288154
311360,250604,275018
310908,292901,289090
310601,293199,287103
311396,292672,279939
311722,190288,286542
310444,293303,271501
284558,293346,266545
311194,293310,249915
312063,293600,282779
306736,288767,283555
311584,289988,170731
302694,294096,283120
310494,294307,289599
312686,292247,283551
311778,289409,245457
310878,294738,64830
16552,295277,290909
305739,293130,211664
313066,283898,290450
313428,295611,288770
313432,58474,259357
312888,60574,291934
314302,294796,290834
314271,293512,275477
310266,294303,282653
314320,270092,288804
314317,294790,199127
314341,292322,276164
314641,294210,287454
314685,292091,262022
314538,296356,284330
314845,126705,256651
314761,253232,279553
315203,295391,165180
315196,295386,292170
279658,296473,277886
315132,294462,290964
315495,284265,280799
315586,296796,291755
315468,293658,292762
315497,296822,193600
315481,229340,292759
312925,296646,250604
316195,296565,292901
316348,297400,288766
316298,296159,293199
316792,297486,292672
317037,158642,190288
313697,298130,293303
317073,298415,293346
317803,271530,293310
317423,255629,293600
317405,297728,293787
317417,298748,288767
317702,298857,289988
284357,298848,294096
317954,296253,294307
304440,298900,292247
318353,299209,289409
279748,299166,294738
318633,299207,295277
318930,299208,293130
318903,299272,159176
318872,299304,283898
319022,299340,295611
319163,299554,58474
319161,299083,60574
319300,299624,294796
319169,280665,293512
319127,299588,294303
319382,296748,270092
319509,295803,294790
309489,298747,292322
319600,299438,294210
319176,94796,292091
319877,300032,296356
320008,296728,126705
319976,288624,253232
318944,299152,295391
319961,296466,295386
313761,296691,296473
320162,295250,294462
320347,301101,284265
320338,301362,296796
318856,298835,293658
320243,300862,296695
320791,301193,296822
320344,300173,229340
320814,161693,296646
320790,243742,296565
320887,122772,297400
320657,301583,296159
312959,300846,297486
230082,301133,259955
321116,301895,158642
321757,300502,298130
322009,301972,298415
321755,297054,271530
321746,302404,255629
320671,301717,297728
322259,299031,298748
321995,302152,298857
322368,300223,298848
322403,284447,296253
322530,264194,298900
322563,299529,299209
322923,296800,299166
323521,302297,299207
323641,299731,299208
324849,278352,299272
324866,303014,299304
324839,302845,299340
323046,299585,299554
324841,303290,299083
324230,303218,299624
325347,300468,280665
324971,303305,299588
325837,303328,296748
325791,288358,295803
325836,303549,298747
321217,303544,299438
322000,303536,94796
326161,303344,300032
325722,303579,299335
326314,303575,296728
326300,303682,288624
70140,303801,299152
313328,303614,296466
326087,301144,296691
322401,303905,295250
326924,303951,301101
276185,295981,301362
327585,279599,298835
327583,299536,300862
327788,300855,301193
327925,301129,300173
327825,301131,161693
327935,304211,243742
327980,304420,122772
328367,304424,301583
328339,300046,300846
328296,304250,301133
328875,301841,301895
328708,304501,300502
328946,304586,301972
328962,304739,297054
327355,272997,302404
327926,304571,301717
328629,292813,299031
328963,297731,302152
323243,304645,300223
329310,304199,284447
329358,304926,264194
329445,304751,299529
329454,304929,296800
329581,305004,299212
320989,270008,302297
329586,287139,299731
297370,305036,278352
323528,305032,303014
323489,280964,239421
323713,305114,302845
323393,305156,299585
328763,130182,303290
299295,305283,303218
300372,305161,300468
329835,305389,303305
308081,305715,303328
310665,304393,288358
329871,305792,303549
330142,287319,303491
330114,305852,303544
330389,305796,303536
330667,302791,303344
330553,306052,303579
330692,305542,303575
330706,306231,303682
331007,306229,303795
330864,296456,303801
330931,306545,303614
319139,306551,301144
331126,306719,303831
331062,271956,303905
331668,306740,303951
331546,306896,295981
331259,307122,279599
331685,306738,304077
326406,307389,299536
331714,307074,300855
332063,307134,301129
331720,307398,301131
332038,307158,304211
268402,307570,304420
323444,307485,304424
331335,307747,300046
325852,307901,304250
320788,307923,301841
332140,308382,304501
333489,308394,304586
333101,307427,304739
332305,308492,272997
332461,308584,304571
208626,308583,292813
331621,308592,297731
332577,308544,304645
333400,308675,304199
333765,308577,304926
333699,308656,304751
324078,297184,304929
324663,308671,305004
333970,308894,270008
334236,305585,287139
330944,308975,305036
188700,304046,305032
55295,293448,280964
335525,273436,305114
329754,297256,305156
317102,194988,130182
335704,307858,305283
336139,309041,305161
129309,160242,305389
272153,148993,305715
140101,301820,304393
335444,203640,305792
325743,301196,287319
336684,212894,305852
319004,293841,305796
326175,309253,302791
336824,307405,306052
336996,208910,305918
337002,309851,305542
336985,292427,306231
337127,274198,306229
335543,213448,306366
320171,302441,296456
332562,302277,306545
72556,261031,306551
338267,303691,306719
338707,309996,271956
335960,309273,306740
335308,139986,306896
320283,307129,307122
327396,310196,306738
339142,309308,307389
339702,287536,307074
339481,285529,307134
339573,292549,307398
339787,305703,307158
339227,310685,307570
297375,310853,307485
339877,310843,307747
340508,311371,307901
340656,311360,307923
340342,310908,308382
340465,311043,294750
335889,310601,308394
334470,311390,307427
337380,310499,308492
341227,311396,308584
308095,311722,308583
341273,311719,308592
231502,310444,308544
341702,284558,308675
307545,311194,308577
317912,312063,308656
341903,306736,297184
342685,311584,308671
314937,302694,308894
343003,312259,300226
178534,310494,305585
335733,312614,286830
343295,312686,308975
298952,311778,304046
343445,310878,293448
231510,310671,273436
343524,16552,297256
343634,312821,194988
343721,305739,307858
343261,313407,309041
343141,122341,293466
337482,313066,160242
344266,313428,148993
191834,311853,301820
344827,313211,203640
340873,313432,301196
320968,310446,212894
339982,312888,293841
347014,314302,305571
346978,314271,309253
346073,310266,309563
347025,314320,307405
329457,314317,208910
347491,312077,309851
347983,314341,292427
348798,314641,274198
348609,314685,213448
328971,314538,302441
349135,314845,302277
349118,314761,261031
348445,315089,303691
351720,315203,309996
350089,315196,309273
345094,279658,139986
352508,314102,307129
351835,315132,310196
351212,315495,309308
355056,315586,287536
355210,315468,285529
356124,315497,292549
344727,315481,305703
354418,315401,310394
355228,315698,310685
356307,312924,310853
355101,312925,310843
357521,316195,311371
357136,316348,311360
358566,316298,310908
357554,316246,311043
357251,316792,310601
357906,316752,311390
358439,317037,310499
357859,317071,311396
19485,313697,311722
231555,317250,311719
351358,317073,311619
360232,317803,310444
359887,317423,284558
297681,317405,311194
359438,317417,312063
361127,317702,306736
358788,284357,311584
361673,315332,302694
356116,314091,312259
362501,317954,310494
360513,304440,312614
362345,318353,312686
361460,279748,311778
359079,318457,310878
348461,318432,310671
349104,318633,16552
364402,318166,297303
365018,318930,312821
363053,317914,305739
363961,318903,313407
365483,292212,122341
365230,318943,313066
365538,318872,313428
365537,319022,311853
365470,319061,313211
366906,319163,313432
366834,319161,310446
366619,319300,312888
366985,319169,314302
366855,319127,314271
358739,311854,310266
368281,319261,314320
366108,319050,314317
368968,319382,312077
365181,319043,280076
369866,319509,314341
369229,309489,314641
369434,318821,314685
370214,319600,314538
344580,319176,314845
370448,319901,314761
370632,319877,315089
370382,319997,315203
369560,320008,315196
365753,317602,279658
371424,319976,314102
371817,318944,315132
371233,319961,315495
372152,313761,315586
372078,320142,315468
361672,320162,315497
372844,320347,315481
361177,320158,315401
365759,284324,315698
373148,320338,316061
367314,320163,312924
374001,318211,315907
374021,320285,312925
374227,318856,316195
374289,320243,316348
374326,320791,316298
371546,320344,316246
374700,320814,316792
320851,320790,316752
375223,320271,317037
375264,320887,317027
374952,320657,317071
375651,312959,317121
374058,230082,313697
376155,321116,317250
376253,321757,317073
377031,322009,317803
377751,321752,317423
377798,321755,317405
376269,321746,317417
376332,322228,317702
377769,319199,284357
377837,320671,315332
306623,322259,314091
378034,321995,317954
378109,322368,304440
378332,322356,318295
378114,322415,318353
378330,322403,279748
378504,322530,318457
377963,322563,318432
374121,322923,318633
379299,323521,318166
380322,323641,318930
384303,324849,317914
380676,324866,318903
379128,324839,292212
364529,323046,318943
379693,324841,318872
386070,324230,319022
385046,325347,319061
381470,325771,319163
386663,324971,319161
378457,324730,319300
386561,325148,319169
387140,325627,319127
383269,325837,311854
375826,325791,319261
386173,325836,319050
387247,321217,319382
388866,320020,319043
388955,322000,319509
388931,326161,309489
389901,325722,318821
389941,325939,319600
391866,326314,319176
386022,326300,319901
392602,70140,319877
392066,318751,319997
388974,313328,320008
393327,326177,317602
393398,326087,319976
389018,322401,318944
344220,326924,319961
387367,327044,313761
393999,326312,320142
376254,276185,320162
394157,267173,320400
395123,327585,320347
395126,310612,316008
395913,327583,320158
394764,327577,284324
395426,327192,319847
396796,327788,320338
395194,327765,320163
398776,327820,318211
397834,327925,320285
394402,327825,318856
334571,327935,320243
398455,323389,320791
397677,327964,320344
395890,327980,320814
398297,328367,320790
400265,328253,320271
289181,328339,320887
399458,328296,320657
398421,328385,312959
395645,328709,230082
341923,328875,321116
321155,328708,321757
400368,329123,322009
401199,329186,321752
400829,328946,321755
394499,328962,321746
398309,327355,322228
402530,327926,319199
402766,326184,320671
402759,328629,322259
402765,328963,321995
402781,328172,322368
403249,329289,322356
403235,323243,322415
403461,329310,322403
404596,329391,322530
398509,329358,322563
330135,329451,322923
395839,329445,323521
406471,329454,323641
406284,329581,324849
406440,320989,324866
387475,329586,324839
406918,329580,323046
407583,297370,324841
407289,323528,324230
406640,323708,325347
407505,323489,325771
404016,244011,324971
405562,279781,324730
409274,323713,325148
410528,323393,325627
403331,328763,325837
411468,299295,325791
412869,300372,325836
394013,329930,321217
413529,329835,320020
393703,308081,322000
413689,310665,326161
412927,329871,325722
413686,330142,325939
400042,330114,326314
407084,330389,326300
409423,330558,70140
413624,328599,318751
413649,330467,313328
413628,330667,326177
411027,330668,326087
413690,330570,322401
413685,330553,326924
414741,293459,327044
413688,330692,326312
403760,330706,276185
416995,330803,267173
417201,331007,327585
411577,330864,310612
413590,330931,327583
414297,331049,327577
416099,319139,327192
412285,331126,327788
302536,331062,327765
372956,331341,327820
418275,331668,327925
371027,331546,327825
411750,331349,327935
411017,331259,327933
396296,331685,323389
418910,326406,326699
415522,331714,327964
421725,332063,327980
409834,331720,328367
395161,97787,328253
420951,332038,328339
412479,293159,328296
417399,268402,328385
420972,323444,328709
423040,331335,328875
423748,325852,328708
423725,320788,329123
405216,332140,329186
423892,333489,328946
236006,333101,328962
423495,332305,327355
385394,332443,327926
,333589,326184
,332461,328629
,208626,328963
,331621,328172
,333689,329289
,332577,323243
,333400,329310
,333765,329391
,333699,329358
,320795,329451
,324078,329445
,326340,306576
,324663,329454
,333764,329581
,331010,320989
,328496,329586
,333970,329580
,334373,297370
,331582,323528
,334559,323708
,334577,323489
,334236,244011
,330944,279781
,188700,323713
,55295,323393
,335525,328763
,335877,299295
,335608,300372
,329754,329930
,317102,329835
,335599,308081
,313430,310665
,335704,329871
,336139,330142
,129309,330114
,336378,330389
,272153,330558
,140101,328599
,326081,330467
,336682,330667
,335444,330668
,325743,330570
,336684,330553
,319004,293459
,326175,330692
,336824,330699
,336996,330706
,337002,330803
,337141,331007
,336985,330864
,337127,330931
,337207,331049
,335543,319139
,320171,331126
,337239,331062
,337343,331341
,332562,331668
,338083,331546
,337488,331349
,267424,331259
,338124,331685
,72556,326406
,338267,331714
,338280,332063
,338707,331720
,335960,97787
,335308,332038
,320283,293159
,327396,268402
,338735,323444
,339142,331335
,339702,325852
,339481,320788
,339573,332140
,339731,333489
,339728,333101
,339787,332305
,339227,332443
,297375,333589
,339877,333577
,340508,332461
,339713,208626
,340656,331621
,340342,333689
,341118,332577
,340465,333400
,335889,333765
,334470,333699
,130854,320795
,337380,324078
,341227,326340
,308095,324663
,341273,333764
,341327,331010
,341219,330834
,126429,328496
,231502,333970
,341702,334373
,140425,331582
,307545,334559
,342849,334644
,317912,334387
,341903,334577
,342685,334236
,314937,334859
,343003,330944
,342998,188700
,343033,55295
,178534,335525
,335733,335877
,343305,335608
,343295,329754
,298952,317102
,343442,335599
,342929,313430
,343445,335704
,343406,336139
,298961,129309
,168745,336378
,231510,272153
,343524,140101
,343634,326081
,343721,336682
,343261,335444
,343141,325743
,343536,336684
,337482,319004
,344173,326175
,344044,336824
,344266,336996
,191834,337002
,344114,337141
,317201,336985
,342917,337127
,344827,337207
,340873,335543
,320968,320171
,339982,337239
,345468,337343
,346753,332562
,344654,338083
,347014,337488
,346978,267424
,346073,338124
,347025,72556
,346839,338267
,332246,338280
,347119,338707
,347205,335960
,336061,335308
,346390,320283
,347837,327396
,329457,338735
,347471,339142
,347491,339347
,347983,339702
,347857,333081
,348798,339481
,348609,339573
,348215,339737
,328971,339731
,349135,339728
,349118,339787
,258682,339227
,348445,297375
,203950,339877
,351720,340508
,352076,339713
,350089,340656
,345094,340342
,352508,341118
,353240,340465
,351835,335889
,354151,334470
,351212,130854
,355056,312540
,355210,337380
,356124,341227
,344727,308095
,354418,341273
,355228,341327
,349993,341219
,356307,126429
,355101,231502
,356840,341702
,357521,140425
,357538,307545
,357135,342849
,357136,317912
,357856,341903
,358566,342685
,357554,314937
,357251,343003
,358315,342998
,357906,343033
,358439,178534
,357875,335733
,357859,343305
,19485,343295
,205731,298952
,359131,343442
,357853,342929
,360160,343445
,231555,343406
,351358,337240
,360232,298961
,359887,168745
,297681,231510
,359438,343524
,361127,343634
,358788,343721
,361415,343261
,311192,343141
,361673,343536
,361851,337482
,362229,344173
,356116,344044
,362501,344266
,360513,191834
,362345,344114
,361460,317201
,359079,342917
,348461,344827
,356639,340873
,363340,320968
,362421,339982
,364192,345468
,349104,346753
,364402,344654
,365018,347014
,363053,346978
,363961,346073
,320673,347025
,365483,346839
,365230,332246
,365538,347119
,365537,347205
,365470,336061
,366906,346390
,366834,347837
,366619,329457
,366610,347471
,366985,347491
,366855,347983
,358739,347857
,368281,348798
,367963,348609
,366108,345745
,368968,348215
,368994,328971
,369006,349135
,365181,349118
,369866,258682
,369229,348445
,369434,203950
,369790,348363
,370219,351720
,370130,352135
,370214,352076
,370026,350089
,344580,345094
,370448,352508
,369831,353240
,370471,351835
,224566,354151
,371079,351212
,370632,355056
,370382,355210
,369560,354890
,365753,354967
,371416,356124
,371424,344727
,371100,354418
,371817,355228
,371233,349993
,372152,355964
,372078,356307
,350230,355101
,355059,356840
,361672,357521
,372844,357538
,361177,357135
,365759,357136
,373148,357856
,367314,358566
,361275,357554
,374001,357251
,374021,358315
,374227,357906
,374289,358439
,374326,334093
,371546,357875
,374700,357859
,374534,19485
,320851,205731
,375219,359131
,375223,357853
,375264,360160
,374952,231555
,374597,351358
,375651,360232
,374795,359887
,242144,297681
,374058,359438
,376329,361127
,376155,358788
,376253,361415
,374483,311192
,355763,361673
,377031,361851
,348720,362229
,377751,356116
,377798,362501
,376269,360513
,376332,362345
,377559,361460
,377769,360159
,376441,359079
,377837,348461
,376102,356639
,306623,363340
,378034,362421
,378109,364192
,378332,364757
,378114,349104
,378330,364402
,378504,365018
,377854,363053
,377963,363961
,374121,320673
,378731,361561
,379299,365483
,379717,365230
,379573,365538
,380322,365537
,375762,365470
,380654,366906
,384303,366834
,380676,366449
,379128,366619
,364529,366610
,362522,366985
,379693,366855
,379590,362118
,386070,358739
,385046,368281
,381470,365773
,386663,367963
,378457,366108
,386561,368968
,387140,368994
,383269,369006
,346624,365181
,375826,369866
,386173,369229
,378440,369434
,385379,369790
,387247,370219
,388866,370130
,388955,370214
,388931,370337
,385795,370026
,389901,344580
,280825,370448
,389941,369831
,391138,370471
,391866,224566
,386022,371079
,392602,370632
,392066,370382
,391626,369560
,388974,365753
,393327,371416
,393398,371424
,389018,371100
,344220,371817
,357786,371233
,387367,372152
,393999,372078
,376254,372240
,394157,350230
,395123,369973
,395126,371289
,395913,355059
,394764,361672
,395426,372844
,337636,361177
,396796,365759
,396909,373148
,395194,367314
,398776,361275
,398674,374001
,397834,374021
,394402,374227
,334571,374289
,398455,374326
,397677,371546
,395890,374700
,398399,374534
,398297,320851
,400265,375219
,385592,375223
,289181,375264
,399458,374952
,193486,374597
,398421,375651
,395645,374795
,341923,242144
,321155,374058
,400276,376329
,400368,376155
,401199,376253
,400829,374483
,398866,355763
,394499,377031
