accuracy@1,accuracy@5,accuracy@10
389229,263596,270451
422205,278707,272090
,278714,276006
,278590,271866
,278591,275837
,278999,272130
,278728,274778
,278163,275410
,278897,276408
,275764,276239
,276226,275406
,276663,261726
,279589,159857
,279438,275601
,273971,276216
,279899,276266
,279026,276242
,280379,276441
,280030,276456
,142136,276430
,280392,276656
,280557,276218
,277908,224242
,280032,276828
,281802,190722
,281956,277047
,279751,270217
,281816,235504
,282120,277413
,117675,269124
,282611,276409
,282763,275622
,280892,278706
,281183,263596
,282949,278707
,281940,278714
,282846,278590
,281460,278591
,284075,278999
,284064,278728
,284223,278163
,275620,278897
,282250,275764
,283973,276226
,284694,276663
,284695,279186
,284467,279589
,284379,279438
,279732,273971
,283794,279899
,284813,279750
,284954,279026
,284988,280379
,284816,280030
,280732,142136
,284952,280392
,285114,280557
,284870,277908
,286352,280032
,285844,281450
,282769,281802
,279213,281517
,278584,281956
,286750,279751
,286761,282231
,284367,281816
,286775,282120
,287035,117675
,238453,282611
,269643,282763
,236380,280892
,286389,281183
,279776,282949
,287410,281940
,287774,282846
,288066,281460
,287534,284075
,287635,284064
,287007,284223
,287102,275620
,288076,282250
,287781,283973
,287662,280560
,287280,284694
,288332,284695
,285851,284467
,288607,284379
,278777,279732
,288655,283794
,290225,284813
,288617,284954
,285840,284988
,287656,284816
,282237,280732
,288540,284952
,291975,285114
,292008,285418
,292286,285655
,291971,284870
,292847,286352
,287780,285844
,288431,282769
,288786,279213
,293006,278584
,293388,286750
,288803,286761
,293390,284367
,293532,286775
,293748,287035
,293631,238453
,294147,269643
,294023,236380
,294149,286389
,294225,279776
,294172,287410
,294423,215680
,294740,287774
,294837,288066
,295207,287534
,296645,287635
,296181,287798
,295947,287007
,297553,287102
,295823,288076
,297149,287781
,297918,287662
,297920,287280
,295062,288332
,299176,285851
,299456,288731
,288169,288607
,287653,278777
,299600,282248
,299349,288655
,282477,290225
,300142,288617
,300766,285840
,299617,287656
,301382,282237
,300631,288540
,302084,291975
,301925,292008
,293633,281865
,303462,292286
,303854,291971
,304198,292847
,304612,287780
,301479,288431
,291512,288786
,296428,293006
,305459,293122
,299610,293388
,302249,288803
,303457,293390
,305814,293532
,304304,293748
,305450,293631
,306677,294147
,307465,294023
,305749,294149
,307956,294225
,308138,294172
,308443,294423
,307810,294841
,308451,294740
,305950,294840
,292109,294837
,309427,295207
,309911,296645
,309265,296181
,309432,295947
,307336,297553
,305851,295823
,310061,297149
,307353,297918
,305117,297920
,309625,295062
,306423,299176
,310971,298738
,304626,298636
,311264,299456
,303035,288169
,312036,287653
,312006,299600
,311483,299349
,310457,282477
,312030,300142
,310251,300766
,311669,299617
,311678,301382
,312370,300631
,308971,302084
,310416,301925
,301493,293633
,284068,303462
,302367,303854
,284709,304198
,311494,304612
,310057,301479
,312770,291512
,311831,252915
,311496,296428
,313292,304322
,299233,305459
,312767,299610
,313069,302249
,312529,303457
,313067,305814
,229538,304304
,309071,306088
,313645,305450
,313684,306677
,311507,307465
,299096,305749
,312750,307956
,313835,308138
,314070,308443
,311676,307810
,314199,308451
,314218,305950
,314203,292109
,314198,309427
,312761,309911
,314631,309265
,315035,309432
,314190,307336
,312531,305851
,317267,310061
,316674,307353
,314233,305117
,312859,309625
,318062,307624
,313646,306423
,321540,310971
,330326,304626
,331333,311264
,333860,303035
,299248,312036
,340767,312006
,336767,311483
,283491,310457
,362714,312030
,368682,310251
,375600,311669
,361443,311678
,390669,312370
,375294,308971
,390630,310416
,410905,301493
,405749,284068
,415915,302367
,417291,284709
,417305,311494
,320365,310057
,414088,312770
,416703,311831
,416987,311496
,403306,313292
,389229,299233
,422205,312767
,,313069
,,256537
,,312529
,,313067
,,229538
,,299037
,,309071
,,313645
,,313684
,,311507
,,298628
,,299096
,,312750
,,313835
,,314070
,,311676
,,314199
,,314218
,,314203
,,314198
,,312761
,,314631
,,315035
,,314190
,,315170
,,313459
,,312531
,,317267
,,316674
,,314233
,,312859
,,318062
,,314612
,,313646
,,319963
,,319351
,,318835
,,321540
,,330326
,,322347
,,330873
,,331333
,,333860
,,299248
,,340767
,,336767
,,283491
,,362714
,,368682
,,375600
,,361443
,,390669
,,375294
,,390630
,,410905
,,405749
,,415915
,,417291
,,417305
,,320365
,,414088
,,416703
,,416987
,,403306
,,389229
,,422205
