accuracy@1,accuracy@5,accuracy@10
287103,250125,262666
283555,266097,218884
283120,268816,260664
249915,273012,267977
283551,272913,267722
245457,89256,269711
289599,194917,266367
290450,267834,269466
64830,190838,267408
211664,267934,269058
290909,273330,230360
288770,272583,263690
259357,223843,270120
275477,248943,270146
282535,255576,270774
282653,230449,260417
290834,202057,68684
199127,273147,270989
262022,269264,199364
288804,258177,271799
284330,249851,271830
279553,268819,271834
165180,272763,112337
292762,270952,272065
277886,239518,271683
290964,196691,262173
280799,219536,272165
292759,257167,263090
250604,273667,266970
292672,155008,218302
190288,267791,265422
293346,224341,252887
293600,273752,270174
293303,261622,250125
293310,269020,266097
289988,273706,268816
294307,274236,273012
294096,273697,272913
289409,236628,89256
294738,270822,194917
292247,270457,267834
295611,181836,190838
293130,274075,267934
294796,246131,273330
283898,273738,272583
270092,274699,241877
292091,274862,223843
126705,274486,248943
294210,255703,255576
294790,237124,230449
292322,275075,202057
253232,231505,273147
295386,269210,269264
284265,99493,258177
294462,271339,249851
296473,116284,268819
296796,272528,272763
293658,130043,270952
229340,274618,211433
296565,270465,239518
296822,275509,196691
296646,271744,219536
297486,262636,257167
296159,275170,273667
297728,273828,155008
158642,270795,267791
271530,275197,224341
255629,275298,273752
298857,275929,249502
298415,275627,261622
298748,272307,269020
298848,264804,273706
298900,248908,274236
296253,277213,273697
299166,276520,270769
299209,277230,236628
299207,74337,270822
299272,277513,270457
299554,270797,181836
299624,277873,274075
299588,277676,246131
296748,278243,273738
298747,278091,274699
296728,278375,274862
295803,277966,274486
296691,275743,255703
288624,278659,237124
291069,278829,275075
299152,278514,231505
295250,279123,269210
301362,279849,99493
298835,278550,271339
301101,280499,116284
301193,280000,272528
300862,280695,130043
122772,280087,274618
300502,280938,270465
301895,281148,275509
301133,281040,271744
300846,276202,262636
301717,281126,275170
297054,281888,273828
300223,282016,270795
302404,281897,275197
301972,282008,275298
302152,282276,275929
264194,281890,275627
299031,282319,272307
296800,282890,264804
299529,283178,248908
302297,282717,277213
278352,282875,276520
300468,283442,277230
299731,283443,276869
299585,282874,74337
302845,283359,277513
303290,283649,270797
303328,283215,277873
288358,283340,277676
303344,283631,278243
303682,284138,278369
303801,283790,278091
295981,284180,278375
279599,283536,277966
299536,283896,275743
303951,284213,278659
300855,284164,278829
301131,283194,278514
304211,284349,279123
300046,284340,279849
301841,284622,278550
304501,284604,280499
304586,283887,280000
272997,284750,279269
304199,184345,280695
292813,281744,280087
304929,283676,280938
304926,224546,281148
287139,284319,281040
305032,286949,276202
305004,283283,281126
280964,276324,281888
305036,286678,282016
305114,284650,281897
305156,269869,282008
305792,286867,282276
304393,275039,281890
287319,276371,282319
305852,278064,282890
306052,287471,283178
305796,278965,282717
305542,286013,282875
271956,280656,283442
306545,269844,283443
306738,288352,282874
307074,288394,283359
307122,288388,283615
307134,275018,283649
307389,288154,283215
307398,286542,283340
307163,289090,283457
307747,271501,283631
307570,266545,284138
307901,287103,283790
307923,283555,284180
307427,283120,283536
308394,249915,283896
308382,282779,284213
308584,283551,284164
308592,245457,283194
308544,289599,284349
308894,290450,284340
305585,64830,284622
304046,211664,284604
273436,290909,283887
307858,288770,284750
194988,288769,184345
309041,259357,281744
297256,275477,283676
148993,282535,224546
160242,282653,284319
212894,290834,286949
293841,199127,283283
309253,262022,276324
309665,288804,286678
274198,287454,284650
307405,284330,269869
309851,279553,286867
292427,256651,275039
302441,292170,276371
309273,165180,278064
310196,292762,287471
307129,277886,278965
285529,290964,275867
287536,280799,286013
310853,292759,280656
310685,250604,269844
310843,292901,288352
311390,292672,288394
311360,190288,288388
310499,293346,275018
310601,293600,288154
311396,293303,286542
311722,293310,279939
312063,289988,289090
284558,294307,271501
311584,288767,266545
310444,294096,287103
311194,289409,283555
302694,294493,283120
306736,294738,249915
310494,292247,282779
311778,295277,283551
305739,159176,245457
16552,295611,289599
310878,293130,290450
310342,60574,64830
122341,294796,211664
313066,283898,290909
313211,294303,288770
313407,58474,288769
313428,293512,291934
313432,270092,259357
314271,292091,275477
314302,126705,282535
310266,294210,282653
314317,294790,290834
312077,292322,199127
314641,253232,262022
314685,296356,288804
314320,295391,287454
314341,295386,284330
314538,284265,279553
314761,294462,256651
315196,296473,292170
315281,296796,165180
279658,293658,292762
314102,296695,277886
315132,229340,290964
315495,296565,280799
315468,296822,292759
315497,296646,250604
315481,297400,292901
315586,297486,293199
315401,296159,292672
312925,259955,190288
312924,297728,293346
316348,158642,293600
316298,271530,293303
316792,255629,293310
317037,298130,289988
313697,298857,294307
317803,298415,288767
317073,298748,294096
317417,298848,289409
317702,298900,294493
317405,296253,294738
317423,299166,292247
284357,299172,295277
317954,299208,159176
279748,299209,295611
318353,299207,293130
318633,299272,60574
318930,299304,294796
319022,299340,283898
318872,299554,294303
319163,299083,58474
319169,299624,293512
319127,299588,270092
319050,299680,292091
319300,94796,126705
319382,296748,294210
319043,298747,294790
319509,299438,292322
309489,296728,253232
319176,295803,296356
319600,296691,295391
319976,288624,295386
320008,300032,284265
319877,291069,294462
317602,299152,296473
318944,295250,296796
313761,301362,293658
319961,298835,296695
320162,301101,229340
320347,243742,296565
320338,301193,296822
320243,300862,296646
320791,300173,297400
318856,161693,297486
320790,301583,296159
320887,122772,259955
320657,300502,297728
321116,301976,158642
230082,301895,271530
312959,301133,255629
321757,300846,298130
321752,301717,298857
321746,297054,298415
321995,300223,298748
322009,302404,298848
321755,301972,298900
320671,302152,296253
322368,284447,299166
322259,264194,299172
322356,299031,299210
322415,299212,299208
322403,296800,299209
322530,299529,299207
322923,302550,299272
323641,303014,299304
324849,302297,299340
322563,278352,299554
323521,300468,299083
324839,299731,299624
324866,299585,299588
323046,302845,299680
324971,303290,94796
325347,303328,296748
324230,288358,298747
325836,303491,299438
325837,303344,296728
325791,303544,295803
325939,303549,299335
321217,303579,296691
326314,303625,288624
326161,303575,300032
322401,303682,296466
70140,303831,291069
313328,301144,299152
326924,303801,295250
327026,295981,301362
326087,279599,298835
276185,299536,301101
326312,303951,243742
327585,300855,301193
327577,301131,300862
327788,301129,300173
327765,304211,161693
327583,300046,301583
327925,304250,122772
327825,301841,300502
327935,304420,301976
328367,304501,301895
327964,304586,301133
327980,304571,300846
328296,272997,301717
328875,304645,297054
329123,304199,300223
328708,292813,302404
328946,304929,301972
327926,304926,302152
327355,287139,284447
328962,304751,264194
328629,270008,299031
328963,305032,299212
326184,305004,296800
323243,280964,299529
329310,305036,296738
329445,305114,302550
329451,130182,303014
329358,305161,302297
329454,305156,278352
329482,305283,300468
329586,305389,299731
320989,305415,239421
297370,305792,299585
323528,304393,302845
323489,287319,303290
244011,305852,303328
323393,306052,288358
328763,305796,303491
323713,306185,303536
329835,305542,303344
299295,306231,303544
300372,271956,303549
329930,306545,303579
308081,306366,303625
310665,296456,303575
330142,306740,303682
330389,306719,303614
330114,306896,303831
330668,306738,301144
330553,307074,303801
293459,307122,295981
330692,307134,303905
330931,307389,279599
331007,307398,299536
330803,307163,303951
330864,307747,300855
331049,307485,301131
331062,307570,301129
331341,307901,304211
331126,307923,300046
331259,308212,304250
331546,307427,301841
331720,308394,304420
326406,304239,304501
332038,308382,304586
331714,308584,304571
332063,308583,272997
331335,308592,304739
293159,308544,304645
268402,308656,304199
333101,308671,292813
323444,297184,304929
320788,303094,304926
332140,308894,287139
325852,293448,304751
208626,305585,270008
331621,308975,305032
332305,304046,305004
333489,273436,280964
332461,294117,305036
332577,307858,305114
333699,194988,130182
333400,293466,305161
324078,309041,305156
333765,297256,305283
324663,301820,305389
333764,148993,305415
333970,160242,305792
331010,203640,304393
331582,212894,287319
334559,301196,302791
334373,293841,305852
334387,309253,306052
334236,309665,305796
334577,309563,306185
335525,274198,305542
188700,307405,306231
335704,208910,271956
272153,309851,306229
336139,292427,306545
326081,302277,306366
140101,213448,296456
326175,261031,306740
319004,302441,306719
336684,303691,306896
335444,309996,306738
336996,309273,307074
337002,310196,307122
335543,310303,307134
337127,139986,307389
320171,309308,307158
332562,307129,307398
267424,285529,307163
338267,287536,307747
335960,292549,307485
335308,305703,307570
327396,310853,307901
339573,310685,307923
339481,310908,308212
339702,311043,307427
339787,310843,308394
339227,311371,304239
339877,311390,308382
297375,311360,308584
340656,310499,308583
340508,310601,308592
340342,311396,308544
335889,311619,308656
340465,311719,308671
337380,311722,297184
334470,312063,303094
341227,284558,308894
308095,311584,293448
341273,310444,305585
231502,311194,308975
140425,302694,286830
341702,306736,304046
126429,312259,273436
307545,310494,294117
317912,311778,307858
314937,312686,194988
342685,310671,293466
341903,305739,309041
343003,312821,297256
178534,16552,301820
335733,310878,148993
298952,297303,160242
343295,310342,203640
231510,312818,212894
343141,312941,301196
343634,122341,293841
343261,313066,309253
191834,313211,309665
344266,313407,309563
344114,313428,274198
343721,313432,307405
337482,312888,208910
340873,310446,309851
344827,314271,292427
320968,314302,302277
346978,310266,213448
347014,314317,261031
347025,312077,302441
332246,314641,303691
329457,314685,309996
346839,314320,309273
347491,314341,310196
347983,314538,310303
347837,314761,139986
348798,315089,309308
348609,315196,307129
349135,315281,285529
348445,279658,287536
351720,314102,292549
350089,315132,305703
345094,315495,310853
352076,315468,310685
352508,315497,310908
351835,315481,311043
351212,315586,310843
355056,315698,311371
354418,315401,311390
356124,312925,311360
344727,312924,310499
355228,316195,310601
356307,316061,311396
355101,316348,311619
357135,316298,311719
357521,316590,311722
357136,316246,312063
358566,316752,312095
357251,316792,284558
358315,317037,311584
357906,317027,310444
358439,313697,311194
357859,317250,302694
359131,317803,306736
19485,317073,297402
351358,277463,312259
360232,317417,310494
359887,317702,312614
297681,317405,311778
231555,317423,312686
359438,315332,310671
361127,284357,305739
311192,317954,312821
361673,279748,16552
362501,318353,310878
356116,318432,297303
361460,318457,310342
362345,318633,312818
348461,292212,312941
360159,318930,122341
359079,319022,313066
364402,318903,313211
365018,318943,313407
363053,317914,313428
363961,318872,313432
365483,319061,312888
365230,319163,310446
365538,319169,314271
365537,311854,314302
365470,319127,280076
366619,319050,310266
366834,319300,314317
366855,319382,312077
366906,319043,314641
366985,319509,314685
358739,309489,314320
368281,318821,314341
368968,319176,314538
365181,319600,314761
369229,319901,315089
369006,319976,315203
369434,320008,315196
369866,319877,315281
370214,319997,279658
370448,317602,314102
370632,318944,315132
344580,313761,315495
370382,319961,315468
369560,320400,315497
371424,320142,315481
371894,320162,315586
371817,320347,315698
371233,284324,315401
372152,319847,312925
372078,320338,312924
361672,320163,316195
372844,318211,316061
373148,320243,316348
361177,320344,316558
365759,320791,316298
374001,318856,316590
374021,320790,316246
374227,320814,316752
374289,320271,316792
374534,320887,317037
371546,320657,317071
374326,321116,316363
374700,230082,317027
320851,312959,313697
375223,321757,317250
375651,321752,317803
375264,321746,317073
374058,321995,277463
376329,322009,317417
376253,321755,317702
377031,319199,317405
355763,320671,317423
376269,322368,315332
377769,322259,284357
377751,322228,314091
377798,322356,317954
376332,322415,304440
359117,322403,279748
378034,322530,318353
378332,322901,318295
378114,322923,318432
377854,323641,318457
374121,324849,318633
379299,322563,292212
379573,323832,318930
380322,323521,319022
380676,324839,318903
384303,324866,318943
364529,323046,317914
386070,324971,318872
385046,325347,319061
378457,324230,319161
381470,325836,319163
387140,325771,319169
379693,325148,311854
386561,325837,319127
386663,324730,319050
383269,322000,319261
375826,320020,319300
387247,325791,319382
388931,325939,319043
385795,321217,319509
388866,326300,309489
388955,326314,318821
389901,325722,319176
389941,326161,319600
391866,322401,319901
386022,70140,319976
392602,313328,320008
392066,326924,319877
388974,327026,319997
393327,326087,317602
377884,327044,318944
344220,276185,313761
376254,326312,319961
393999,327585,320400
387367,310612,320142
395123,327577,320162
395126,327192,320347
395913,327788,284324
395426,327765,320158
337636,327583,319847
394764,327820,320338
396909,327925,320285
396796,327825,320163
395194,327935,318211
398776,328367,320243
394402,327964,320344
397834,327980,320791
334571,323389,318856
397677,328339,320790
395890,328253,320814
398399,328385,320271
398297,328296,320887
400265,328709,320657
399458,328875,321116
289181,329123,230082
398421,328708,312959
193486,328946,321757
341923,327926,321752
321155,327355,321746
395645,328962,321995
400368,328629,322009
401199,328963,321755
394499,326184,319199
400829,328172,320671
398309,323243,322368
402530,329289,322259
402766,329310,322228
402781,329445,322356
402759,329451,322415
403249,329358,322403
403235,329454,322530
403461,329482,322901
395839,329586,322923
330135,320989,323641
371510,297370,324849
406471,323528,322563
387475,329580,323832
406284,323708,323521
406440,323489,324839
407289,279781,324866
404016,244011,323046
407583,323393,324971
406640,328763,325627
405562,323713,325347
407505,329835,324230
409274,299295,325836
403331,300372,325771
410528,329930,325148
412869,308081,325837
411468,310665,324730
394013,330142,322000
413529,330389,320020
412927,330114,325791
413689,330667,325939
400042,330668,321217
413686,330254,326300
407084,328599,326314
413624,330553,325722
409423,330570,318751
413649,293459,326161
413688,330706,322401
413685,330692,70140
411027,330931,313328
413690,331007,326924
413628,330803,326177
413431,330864,327026
414741,331049,326087
414912,330962,327044
403760,319139,327154
416995,331062,276185
411577,331341,326312
414297,331126,327585
168226,331259,310612
372956,331546,327577
416099,331349,327192
412285,331668,327788
302536,331685,327765
418275,331720,327583
411750,326406,327820
411017,332038,327925
396296,331714,327825
421725,332063,327935
418910,331335,328367
415522,293159,327964
418254,268402,327980
395161,333101,323389
409834,323444,328339
422533,320788,328253
417399,332140,328385
412479,325852,328296
420972,208626,328709
423040,331621,328875
423725,332305,329123
236006,333489,329186
405216,332443,328708
423495,333589,328946
,332461,327926
,332577,327355
,333689,328962
,333699,328629
,333400,328963
,320795,326184
,326340,328172
,324078,323243
,333765,329289
,324663,329310
,333764,329445
,333970,329451
,328496,329358
,331010,329454
,331582,329482
,334559,329581
,334373,329586
,334387,320989
,334644,297370
,330944,323528
,334236,329580
,334577,323708
,335525,323489
,55295,279781
,188700,244011
,335608,323393
,317102,328763
,335877,323713
,329754,329835
,313430,299295
,335704,300372
,272153,329930
,336139,308081
,326081,310665
,336378,330142
,140101,330389
,336682,330114
,330662,319773
,325743,330558
,326175,330667
,319004,330668
,336684,330254
,335444,328599
,336824,330553
,336996,330570
,337002,293459
,335543,330706
,337141,330692
,337127,330699
,320171,330931
,337343,331007
,332562,330803
,337488,330864
,338083,331049
,338124,330962
,267424,319139
,338267,331062
,338280,331341
,338707,331126
,72556,331259
,335960,331546
,335308,331349
,338559,331668
,327396,331685
,338735,331720
,339142,326406
,339573,332038
,339481,331714
,339731,332063
,339702,331335
,339787,293159
,339227,268402
,339728,333101
,339877,323444
,297375,320788
,339994,332140
,340656,325852
,340508,208626
,340342,331621
,130854,332305
,335889,333489
,340465,333577
,337380,332443
,334470,333589
,341227,332461
,308095,332577
,341273,333689
,231502,333699
,341219,333400
,140425,320795
,341702,326340
,126429,324078
,307545,329079
,317912,333765
,314937,324663
,342685,333764
,342849,333970
,341903,328496
,343003,331010
,342998,331582
,343033,334559
,178534,334373
,335733,334387
,298952,334644
,343295,330944
,343305,334236
,343445,334577
,343406,334859
,168745,335525
,231510,55295
,343524,188700
,343517,335608
,343536,317102
,343141,335877
,343634,329754
,343261,313430
,343907,125651
,191834,129309
,344266,335704
,344173,272153
,344297,336139
,344114,326081
,343721,336378
,337482,140101
,340873,336682
,344827,330662
,320968,325743
,342917,326175
,339350,319004
,345468,336684
,346978,335444
,339982,336824
,347014,336996
,347025,337002
,332246,335543
,329457,337141
,346839,337127
,347119,337207
,347205,320171
,336061,337239
,347857,325632
,347491,337343
,347983,332562
,347837,337488
,347471,338083
,348798,338124
,348609,267424
,345745,338267
,348215,338280
,349135,338707
,258682,72556
,349118,335960
,203950,320283
,348445,335308
,351720,338559
,350089,327396
,345094,338735
,352076,339347
,352135,339142
,353229,339573
,352508,339481
,351835,339731
,353240,339702
,349224,339787
,351212,339227
,355210,339728
,354890,339877
,355056,297375
,354418,339994
,356124,340656
,349993,340508
,344727,340342
,355228,130854
,356307,335889
,355101,340465
,357135,337380
,357521,341118
,357554,334470
,357136,341227
,358566,308095
,357251,341273
,358315,231502
,357875,341219
,357906,140425
,358439,341793
,357859,341702
,359131,126429
,19485,307545
,357853,317912
,351358,314937
,360232,342610
,360160,342685
,359887,342849
,297681,341903
,231555,343003
,358788,342998
,359438,343033
,361127,178534
,311192,335733
,361673,298952
,361851,343295
,362501,343305
,356116,343445
,361460,343406
,362345,168745
,363340,231510
,348461,343524
,356639,343442
,360159,343517
,359079,298961
,364192,343536
,364029,343141
,362421,343634
,359838,343261
,349104,343907
,364402,191834
,364757,344266
,365018,344173
,365205,344297
,363053,344114
,363961,343721
,365483,337482
,365230,340873
,320673,344827
,365538,320968
,365537,342917
,365470,317201
,366214,339350
,366619,346753
,366834,336862
,366855,345468
,366906,344654
,366985,346978
,362118,339982
,358739,347014
,368751,347025
,368281,332246
,368994,329457
,368968,346839
,365181,346073
,369229,347119
,369006,347205
,369434,336061
,370219,346148
,369866,347779
,370214,347857
,370130,347491
,370448,347983
,370632,347837
,370026,347471
,344580,348798
,370471,348609
,370382,345745
,371079,348215
,224566,349135
,369560,328971
,365753,258682
,371087,350082
,371416,349118
,371424,203950
,371100,348445
,371894,348363
,371817,351720
,371233,350089
,372152,345094
,372078,352076
,350230,352135
,361672,353229
,355059,352508
,369973,351835
,371289,353240
,372844,349224
,373148,354151
,361275,351212
,361177,355210
,365759,354890
,374001,355056
,374021,354418
,374227,356124
,374289,349993
,374534,344727
,371546,355228
,374326,356307
,374700,356840
,320851,355101
,375223,357135
,375651,357521
,375264,357538
,374597,357554
,242144,357136
,374058,358566
,376329,357251
,376253,358315
,374483,357875
,377031,357906
,355763,358439
,376269,334093
,348720,357859
,377769,359131
,377751,19485
,376441,357853
,377798,351358
,376332,360232
,377837,360160
,359117,359887
,306623,297681
,378034,231555
,378029,358788
,378332,359438
,378114,361127
,378330,311192
,377854,361673
,378504,361851
,378992,362501
,374121,356116
,379299,361460
,379573,362345
,380322,363340
,375762,348461
,379128,356639
,380654,360159
,380676,359079
,384303,364192
,364529,364029
,386070,362421
,379590,359838
,385046,349104
,378457,364402
,381470,364757
,387140,365018
,379693,365205
,386561,363053
,386663,363961
,383269,365483
,386173,365230
,375826,320673
,346624,365538
,378440,365537
,387247,365470
,388931,366214
,385795,366619
,388866,366449
,388955,366834
,389901,366855
,280825,366906
,391138,366985
,389941,362118
,391866,358739
,386022,368751
,392602,368281
,392066,368994
,388974,368968
,391626,365181
,393398,369229
,393327,369006
,389018,357921
,377884,369434
,344220,370219
,376254,369866
,393999,370214
,387367,370130
,395123,369831
,394157,370448
,395126,370632
,395913,370026
,395426,344580
,337636,370471
,394764,370382
,396909,371079
,396796,224566
,397612,369560
,395194,365753
,398776,371087
,398674,371416
,394402,371424
,397834,371100
,398455,371894
,334571,371817
,397677,371233
,395890,372152
,398399,372078
,398297,372240
,400265,372077
,397920,350230
,385592,361672
,399458,355059
,289181,369973
,398421,371289
,193486,372844
,341923,373148
,321155,361275
,395645,361177
,400368,365759
,401031,374001
,401199,374021
,394499,374227
,400829,374289
,398866,374534
,398309,371546
,402530,374326
,311692,374700
,402766,361472
,402781,320851
,402759,375223
,402765,375651
,403249,375264
,403235,374597
,403461,374952
,404596,242144
,398509,374058
,405456,364950
,373814,376329
,395839,376253
,338450,374483
,405410,376155
,330135,377031
,371510,355763
,406471,376269
,387475,348720
