accuracy@1,accuracy@5,accuracy@10
288540,259612,261965
291975,266795,230084
292286,268912,261809
292847,244326,263725
287780,269642,263913
288786,244501,199976
293006,269646,259729
293124,269334,264654
293748,269129,260681
294023,268916,264836
294423,269923,264975
294740,269928,264303
295207,270077,263851
296181,270239,265102
295947,270233,265434
295823,270244,265403
297149,268491,265905
297553,270695,255309
297918,270696,266459
297920,270253,266654
295062,267211,265244
299349,207568,266914
287653,271098,266783
282477,270689,246810
300766,269952,266257
301382,269920,264273
299617,270692,267570
301380,271407,267563
302084,271725,267577
302359,271558,124950
303854,271781,267762
304612,271591,267581
291512,271126,268034
304322,271825,268537
302249,265245,259612
303457,270545,266795
305451,261160,268912
307956,272114,244326
307470,268010,269642
308138,272441,244501
308443,272649,269646
307810,273007,269334
292109,271596,269129
310061,273366,268916
309427,273374,269923
307336,273377,269928
305851,225695,270077
311264,274218,270239
310971,273556,270233
304626,274234,270244
311483,271982,268491
312036,275258,270695
312006,273535,270696
310457,274941,270253
310251,274257,267211
312030,275271,207568
311678,275008,271098
302367,275420,270689
310057,272847,270909
311496,271865,269952
313292,271500,269920
311831,271109,270692
299233,270451,271407
313069,275711,271547
312529,273998,271725
229538,275430,252718
309071,276006,271558
314070,272090,271781
311676,271866,271591
314203,272130,271126
314218,275962,271825
314631,274778,265245
314190,275410,270545
315035,276406,261160
316674,261726,272114
312531,276408,268010
317267,159857,272441
318062,276239,272645
312859,276266,267535
313646,276216,272649
336767,276242,273007
333860,276441,273169
331333,276456,271596
283491,276656,273366
362714,276659,273374
375600,276430,273377
368682,259632,225695
361443,224242,274218
375294,276828,273556
410905,276806,273367
405749,190722,274234
415915,277047,271982
320365,277311,275258
417305,270217,273535
416987,277439,274941
414088,235504,274257
389229,275622,275112
403306,269124,275271
422205,276409,275008
,277413,275420
,263596,275415
,278706,272847
,278707,271865
,278714,271500
,278591,271109
,278999,270451
,278163,275711
,279072,273998
,275764,275430
,278897,276006
,279073,272090
,279077,271866
,276663,275837
,276226,272130
,279438,275962
,279589,274778
,279899,275410
,273971,276406
,280379,261726
,279026,276408
,280392,159857
,279891,276239
,280557,276266
,277908,276216
,281299,276242
,281308,276441
,281802,276456
,281517,276656
,282120,276659
,279751,276430
,281816,259632
,117675,224242
,282544,276828
,282611,276806
,280892,190722
,282763,277047
,281183,277311
,282949,270217
,281940,277439
,282846,235504
,284075,275622
,281460,269124
,284064,276409
,284223,277413
,282250,263596
,275620,278706
,284694,278707
,283973,278714
,284695,278590
,284467,278591
,284813,278999
,279732,278163
,283674,279072
,284954,275764
,284816,278897
,284988,279073
,284951,279077
,285114,276663
,284870,276226
,286352,279066
,285384,279438
,282769,279589
,285844,279899
,279213,279750
,286761,273971
,286750,280379
,284367,142136
,286775,279026
,287035,280030
,269643,280392
,238453,279891
,236380,280557
,286389,277908
,287410,281299
,287635,281303
,288066,281308
,287534,281450
,287102,281802
,288076,281517
,287662,281956
,287781,282120
,287531,279751
,287280,281816
,287513,117675
,288332,282544
,285851,282611
,288607,280892
,290086,282763
,278777,281183
,282248,282949
,290225,282110
,288655,281940
,288617,282846
,287656,284075
,285840,281460
,282237,284064
,288540,284223
,291975,282250
,291971,275620
,292286,284694
,292847,283973
,287780,284695
,288431,284364
,288786,284467
,293006,284813
,293124,279732
,293388,284237
,293390,283794
,293631,283674
,293532,284954
,293748,284816
,294023,284988
,294149,284951
,294225,284952
,294172,285114
,294423,285420
,294840,285655
,294740,284870
,294837,286352
,295207,285384
,296181,282769
,296645,285844
,295947,279213
,295823,286761
,297149,286750
,297553,284367
,297918,286775
,297920,287035
,295062,269643
,298728,238453
,299176,236380
,299349,286389
,299600,287410
,287653,287635
,299456,288066
,282477,287534
,300142,287798
,300766,287007
,301382,287102
,299617,288076
,301380,288200
,300631,287662
,301925,287781
,302084,287531
,302365,287280
,303462,287513
,302359,288332
,303854,285851
,304198,288607
,304612,290086
,291512,278777
,252915,282248
,301479,290225
,304322,288655
,299610,288617
,302249,287656
,303457,285840
,304304,282237
,305451,288540
,305814,291975
,306088,292008
,306677,291971
,307465,292286
,307956,292847
,305749,287780
,307470,288431
,304779,288786
,308138,293006
,308443,293124
,307810,293388
,307366,293390
,292109,293631
,308967,288803
,305950,293532
,309442,293748
,310061,294023
,309427,294149
,307336,294225
,309432,294172
,305851,294423
,307624,294147
,307353,292730
,306423,294840
,311264,294740
,310971,294837
,304626,295207
,303035,296181
,311483,296645
,312036,295947
,312006,295823
,310457,297149
,310251,297553
,312030,297918
,311669,297920
,311678,295062
,311664,298728
,301493,299176
,310416,298636
,284068,299349
,284709,299600
,302367,287653
,311494,299456
,310057,282477
,311496,300142
,313292,300766
,311831,301382
,299233,299617
,312766,301380
,312767,300631
,313069,301925
,313067,302084
,312529,302365
,229538,303462
,256537,302359
,309071,303854
,313645,304198
,299096,304612
,298628,291512
,311507,252915
,314070,301479
,311676,304322
,314199,299610
,312761,305459
,314203,302249
,314218,303457
,314631,304304
,314190,305451
,315035,305814
,316674,306088
,313459,306677
,312531,307465
,314233,307956
,317267,305749
,314612,307470
,318062,304779
,312859,308138
,313646,308443
,321540,308187
,315745,307810
,330326,307366
,336767,292109
,333860,308967
,331333,305950
,283491,309431
,299248,309442
,362714,291152
,375600,310061
,368682,309427
,361443,307336
,375294,309432
,410905,305851
,405749,305117
,415915,307624
,320365,309625
,417305,307353
,417291,306423
,416987,311264
,414088,310971
,389229,304626
,416703,303035
,403306,311483
,422205,312036
,,312006
,,310457
,,310251
,,312030
,,311669
,,312370
,,311678
,,311664
,,301493
,,310416
,,284068
,,284709
,,302367
,,311494
,,310057
,,311496
,,313292
,,311831
,,299233
,,312766
,,312767
,,301770
,,313069
,,313067
,,312529
,,229538
,,256537
,,299037
,,309071
,,313645
,,313684
,,299096
,,298628
,,311507
,,314070
,,311676
,,314199
,,312761
,,314198
,,314203
,,314218
,,314631
,,314190
,,315035
,,316674
,,313459
,,312531
,,316695
,,314233
,,317267
,,314612
,,318062
,,312859
,,313297
,,313646
,,319902
,,319963
,,321540
,,315745
,,330326
,,336767
,,333860
,,331333
,,283491
,,340767
,,299248
,,362714
,,375600
,,368682
,,361443
,,375294
,,410905
,,405749
,,415915
,,416105
,,320365
,,417305
,,417291
,,416987
,,414088
,,389229
,,416703
,,403306
,,422205
