accuracy@1,accuracy@5,accuracy@10
,55776,55629
,55778,54095
,55851,55656
,55804,55702
,55842,55664
,55811,55681
,55801,55684
,55820,55735
,55974,55691
,55905,55715
,55970,55772
,55960,55749
,55978,55760
,55976,55776
,55893,55778
,55995,55851
,56010,55804
,55943,55842
,56012,55811
,,55801
,,55820
,,55974
,,55905
,,55970
,,55960
,,55978
,,55976
,,55893
,,55995
,,56010
,,55943
,,56012
