accuracy@1,accuracy@5,accuracy@10
198812,172944,162573
198919,150244,163789
198689,173020,169608
196307,173053,170192
199063,174579,157784
199072,83706,164831
176017,175180,169365
199733,175459,170191
198894,171797,169932
199215,175496,170197
198375,175534,169984
199218,175699,163806
200685,175495,170124
194220,170237,170552
200698,175700,170819
200456,175850,171073
200801,176536,171359
189882,176837,171058
201203,153044,170885
201096,144469,163347
191208,176742,171049
139818,177359,110599
201415,177339,49412
201698,170310,170061
201085,177749,171525
201908,82296,172516
202244,172314,173014
202289,179022,173043
135612,179018,173055
202373,172284,173421
202239,141517,173031
203322,87522,173021
203256,179729,173295
202245,173438,173492
120223,180497,173012
203941,148313,173018
204285,180406,172944
203719,147767,150244
203846,179689,173020
194639,181160,173053
204634,92095,174579
101225,181193,83706
204667,60557,175180
204642,181157,175459
184559,130725,171797
204453,178508,175496
205309,181758,175534
141492,171099,175710
204274,176282,175498
202815,137114,175699
195552,133530,175575
189944,181805,175495
75800,151988,170237
206617,135298,175700
63573,97200,176595
79112,181941,134257
206143,182341,175850
202221,173079,176536
192805,182725,174327
207946,79764,176837
208568,183010,153044
208213,58779,144469
203049,183142,176742
209220,154447,177359
209500,182993,177339
209545,182921,130890
209705,120269,170310
209778,183576,177749
166521,178945,82296
207839,149775,172314
210633,173425,179022
42066,183617,179018
210758,68357,172284
83258,97006,141517
204682,183149,87522
211484,183857,179729
211808,174275,173438
211791,183685,180497
208025,143025,148313
212035,178335,180406
212263,170239,147767
133191,162549,133277
212388,183093,179689
212201,171770,181160
212573,96490,92095
99358,184444,181193
212544,173189,60557
212545,179316,181157
213272,153115,177709
213488,180241,130725
214340,141253,178508
213995,153881,181758
214854,154043,171099
215810,185100,176282
215655,184829,137114
215965,185163,133530
216107,184971,181805
216136,185397,151988
216233,185169,135298
216314,185637,97200
214693,185330,181941
160480,185359,182341
216122,185332,173079
217874,114582,182725
217800,185788,79764
217011,185334,173081
217896,185124,182739
217805,186110,183010
217973,185376,58779
217790,143413,182948
217806,185377,183142
102236,186061,154447
217667,185743,182993
218339,185069,182921
218730,151187,120269
218509,186161,183576
217819,178013,178945
219326,185452,149775
216412,185172,173425
219607,153066,183617
210676,186554,68357
219608,186473,97006
219844,185102,177796
213455,186329,183149
208703,185113,175244
62107,186967,183857
220013,126342,174275
220124,185086,183685
175452,187226,143025
110774,185871,178335
117694,185170,182716
188673,185872,170239
154199,178859,162549
222197,186188,183093
222355,171022,171770
222443,188313,96490
222369,188262,184444
221208,187004,173189
221690,151683,179316
217816,188376,181830
223190,187824,153115
223169,188130,180241
223371,188466,141253
219408,185694,153881
223586,187265,154043
223558,186663,185100
223686,188915,184829
58777,188087,185163
224399,185748,184971
223132,189083,185397
226002,174349,185169
226444,185759,165533
226261,186334,185637
224417,188910,185330
110589,189620,185359
159157,189666,185332
227066,189314,114582
226675,191222,185788
227343,189628,185334
227738,190639,185124
221828,191349,186110
221765,193200,185376
228146,190700,143413
222210,190982,185377
149316,169407,186061
227342,194574,185743
224038,193795,185069
227612,193729,151187
226496,194636,186161
228659,194643,178013
201882,193312,185452
211841,193969,185172
94801,195547,186291
229041,191297,153066
229261,193482,186554
229052,70410,186473
229031,191804,185457
230080,176293,185102
100244,195808,186329
230225,153689,185113
230222,188864,186957
222098,189284,186967
230857,195817,126342
229058,196646,185086
231057,196303,187226
192953,196334,185871
230862,196093,185170
219335,196631,185872
229302,196075,178859
35385,196788,186188
231363,195848,187306
230122,189638,171022
231757,197102,188313
228844,170182,188262
112921,197483,187004
231360,197142,151683
232246,36343,188376
232075,197626,187824
232015,197791,188130
218108,197722,188466
232256,197934,185694
109145,197985,187265
209937,198421,186663
200580,198408,188915
232827,198424,188087
232496,197951,185748
232828,197933,189083
232638,34934,174349
230931,198637,185759
232790,198586,186334
232360,198643,188910
232981,198670,189620
232941,198684,189666
232711,198678,189672
232297,198679,189314
99933,198783,185075
233646,198792,191222
199013,198786,189628
237249,198895,190639
234163,198644,191349
8112,198698,193200
238119,198918,190700
238819,198812,190982
239425,198919,169407
239144,198689,194574
239887,198932,193795
228950,196307,193729
236332,199063,194636
239940,199045,194643
238218,199072,193312
231143,199055,148011
241134,164324,195432
241193,176017,193969
7845,199733,195547
242127,198894,191297
222264,199215,193482
242366,196300,70410
232773,185401,191804
236421,191753,176293
242801,102590,195828
242591,198375,195808
242816,199218,153689
243266,200685,188864
243147,194220,79318
239442,200698,189284
235314,172491,195817
243533,200456,196646
244020,189329,196303
242069,200801,196334
239833,189882,196510
244681,191193,196093
245777,200917,196631
233953,201203,196075
245140,201096,196788
245250,188728,195848
243712,96273,189638
45186,191208,197102
246501,201423,170182
246635,197842,197483
38297,139818,197142
247547,201415,36343
248659,201590,197626
227559,201698,197791
248660,201085,197722
248954,132121,197934
248899,158008,71065
243179,201908,197985
170879,56946,198421
249155,153252,198408
249549,202244,198424
250660,202266,197951
74759,202273,197933
224958,202402,34934
250960,202129,198637
250806,202289,198586
251327,135612,198668
251629,202373,198643
251572,202239,198670
252383,200942,198684
252643,202451,198700
254601,185482,198678
254721,203322,198679
251197,203256,198783
252493,203263,198792
255449,200850,198786
252415,202245,198895
256087,203713,198644
256532,203695,198698
256575,120223,198918
256574,203693,198812
255743,203750,198919
256578,203941,198689
256571,204285,198932
75794,203735,196307
256576,203719,199063
256577,203846,199045
258135,201718,199072
88265,194639,199055
239347,204634,199067
33737,101225,157069
258792,204667,164324
233559,201063,176017
260694,204642,199733
259413,184559,153312
261797,201426,198894
189682,204453,199215
262552,205309,196300
262393,205301,185401
190438,141492,191753
236878,205600,102590
264770,205801,198375
264120,205556,199218
120561,204274,200685
264720,202815,194220
264999,205908,200698
264747,205906,172491
176516,195552,200456
189294,189394,189329
262768,189944,200801
262766,200016,189882
265188,189398,191193
262794,75800,200917
265638,186720,201203
265789,206617,201096
260816,63573,188728
264136,79112,96273
265645,192045,191208
265448,207492,201423
79053,206143,197842
266442,208002,139818
267090,202221,201415
267002,208066,201590
266938,192805,201698
266878,207928,201085
266443,206025,132121
255932,207946,158008
267802,208568,201908
267901,208868,56946
220002,208213,153252
267358,129588,202244
262732,203049,202266
267554,209220,202273
267829,209500,202402
269167,209545,202129
269524,209705,202289
141906,209778,135612
214046,166521,202373
269814,203765,202239
267916,207839,200942
19027,209505,202451
272567,210388,185482
270342,210633,203322
165434,42066,203256
271375,209979,202918
272742,210758,203263
272836,83258,200850
266962,204682,202245
273440,211484,203713
260865,105738,203695
269595,211808,120223
271446,204914,203693
274269,211791,203750
267710,208025,204095
274091,210865,203941
133518,212035,204285
275291,212263,203735
274412,133191,203719
273615,212388,203846
97228,212201,201718
274474,212734,194639
275360,212573,204634
276364,99358,101225
277556,212544,204667
276486,213248,201063
277031,165294,204642
280193,212545,204803
279425,213605,184559
280123,213272,201426
283851,213488,205256
160853,214340,204453
239490,213995,205309
283697,214854,205301
283891,215656,205308
283304,215958,188597
285024,215810,141492
267369,215655,205600
280333,215965,205801
152004,216095,205556
285645,216107,204274
100593,216248,202815
285852,216136,205908
285523,216233,205906
286221,216314,195552
288143,214693,189394
287947,160480,189944
288121,216122,200016
264606,216118,189398
278844,211447,75800
282468,217874,186720
276068,217800,206617
289028,217011,63573
289152,217896,79112
289655,217805,192045
178238,217973,207492
242244,217982,206143
291924,217790,208002
290491,217806,202221
291893,218346,208066
290913,218459,192805
153079,102236,207928
291996,217667,206025
292491,218542,207946
203132,218339,208568
260531,218730,208868
293428,218509,208213
262748,215996,208752
294833,218665,129588
294893,217819,203049
30881,219326,209220
295230,216412,209500
294856,219231,209545
295208,219607,209705
251789,219478,209778
295901,210676,166521
295905,219608,203765
296229,219619,207839
249593,219844,209505
296439,213455,210388
297645,208703,210633
298031,62107,42066
298281,220013,210883
297734,220124,209979
297709,175452,210758
296836,217500,83258
299155,221114,204682
297392,110774,211484
295629,117694,105738
299928,188673,23008
299931,154199,211808
299631,222197,204914
300536,222257,211791
245007,222025,208025
296781,220257,210865
300780,222355,212035
296782,222443,212263
296784,222369,133191
194175,113247,212051
302581,221208,212388
300981,221690,212201
285809,222407,212734
301530,222975,212573
303163,217816,99358
276906,223190,212544
303794,220909,213248
303945,223169,165294
304573,223371,212545
304052,133731,213605
304826,219408,213272
304927,223586,213488
43277,223558,214340
303705,223858,213995
303698,223818,214854
303155,224158,215651
283427,224183,215656
306504,223686,215958
306970,58777,215810
306763,224399,215655
286524,223132,215965
260626,226002,216095
297566,223869,215831
307398,226444,216107
303762,224429,216248
307816,226488,216136
232333,226261,216233
298934,226195,216314
308898,224417,214693
308978,110589,160480
309035,159157,216122
271228,225950,216118
309163,206949,211447
307758,207938,217874
309977,227066,217800
310089,226935,217011
236850,226675,217896
304191,227343,217805
304217,191639,217973
298951,227738,217982
311835,226043,217790
295429,204207,217806
105668,221828,218346
310641,221765,218459
310903,228146,102236
313080,223997,217667
312074,227735,218542
314585,227876,218339
103450,222210,218730
317068,149316,218509
317057,223938,215996
313478,227342,218665
312204,224038,217819
308672,224372,218149
317474,223865,219326
251200,225284,140886
318255,227612,216412
318609,224127,219231
240690,223948,219607
318127,226496,219478
319854,228641,210676
320199,228659,219608
320511,201882,219619
319689,211841,219844
308199,94801,213638
302831,229041,219772
321550,229261,213455
322253,190464,208703
321574,229045,62107
321818,229052,220013
202566,229031,220124
323134,230080,175452
261498,230170,217500
322331,100244,221114
322538,230225,110774
319532,216463,117694
314063,230222,188673
314069,222098,154199
314075,230857,222197
324285,229058,222257
324995,231057,222025
21417,192953,220257
318010,230862,222355
325221,216560,222443
325812,215982,222369
326377,219335,222395
325982,229302,113247
268525,35385,221208
306069,231107,221690
328315,231116,222407
328198,231112,222975
328481,231363,217816
197969,230122,223190
320084,231757,220909
324237,228844,223169
81493,231575,223371
273499,112921,133731
149803,212015,219408
330640,231780,223553
330680,231360,223586
287123,232246,223558
331550,232075,224139
332489,232015,223858
329626,218108,223818
331311,232256,224158
332271,109145,224183
333654,209937,223686
331447,229734,58777
332053,200580,224399
334876,232025,97912
333803,221826,223132
316356,232827,226002
332019,232496,223869
332124,232828,226444
321608,232638,224429
334992,230931,226488
334864,232790,226261
328641,232360,226195
336231,232981,224417
336514,102020,110589
322914,232491,107923
331551,232941,159157
252104,232711,225950
335778,232297,206949
335173,196140,207938
117960,233905,227066
337887,99933,226935
338154,233646,226675
338271,233913,227343
183127,199013,191639
338531,232021,227738
230244,237249,226043
338809,234163,204207
339000,234959,195357
339614,238226,221828
336833,8112,221765
338212,238119,228146
339896,238819,223997
316269,238418,227735
338675,238828,227876
342074,239425,222210
342559,239144,149316
342926,236224,223938
341976,233510,227342
343422,239887,224038
295200,228950,224372
343242,237323,223865
338529,236332,225284
344436,239940,227612
344544,238218,224127
345429,233374,223948
345003,231143,226496
346007,236582,228641
343584,241134,228659
343385,188276,201882
351349,241193,211841
211529,7845,94801
349051,215161,229041
68305,242127,229261
350375,222264,190464
335224,159775,229045
353731,242366,229052
349782,234182,229031
350290,232773,230080
304176,236421,230170
360913,242801,100244
361559,242591,230225
347599,242816,216463
362106,243266,230222
221782,243160,222098
125326,243147,230857
361916,239442,229058
362404,235314,231057
362743,243584,192953
365775,243162,230862
369319,37839,216560
369295,243533,215982
369558,243346,219335
40580,244020,229302
371968,242069,35385
372818,239833,231107
372013,243399,231116
373950,244681,231112
348758,244742,231363
300542,233954,230122
343832,245777,231757
374920,233953,228844
347587,245140,231575
348368,245250,112921
374689,243712,212015
376381,45186,231780
376779,246501,231360
86168,246635,232246
357997,38297,232075
353126,8624,232015
352785,164449,218108
130922,170431,232256
377393,29379,109145
378068,247547,209937
379086,248659,229734
380520,227559,200580
378989,248660,232025
367629,248954,221826
376882,248899,232827
320878,243179,232496
347389,201587,232828
383358,170879,232638
379525,249155,230931
252779,249549,232790
384184,250660,232360
385389,74759,232981
384543,250621,102020
385550,224958,233006
386762,250960,232491
386807,250425,232941
387536,250961,232711
332635,250806,232297
388342,251362,196140
387940,251758,234170
391520,251327,233905
395007,251817,99933
392847,251629,233646
393007,251572,233913
393147,252383,199013
395691,252643,232021
395919,254601,234361
319054,254721,237249
392946,251197,234163
393161,252493,234959
397465,255449,238226
399087,252415,8112
399291,254759,238119
377141,256087,238819
395835,256532,238418
399997,256575,238828
398648,256574,239425
119181,255743,239144
400062,256578,236224
382703,256571,233510
401418,75794,239887
406478,256576,228950
400668,256991,234984
337680,256577,233941
406995,257695,237323
406171,257490,236332
273728,258135,239940
407382,88265,238218
409705,239347,233374
408555,252331,231143
408124,256879,236582
408060,33737,241134
394547,254603,188276
159917,258792,241193
356687,169386,7845
416401,233559,215161
418692,259095,242127
218431,46216,222264
393098,185214,159775
394030,260694,242366
385237,261538,234182
421160,259413,232773
417765,261003,236421
420188,261797,242801
421506,261002,242591
404471,189682,242816
424852,260528,243266
,262552,243160
,262393,243147
,262532,239442
,261100,235314
,190438,243584
,236878,243162
,263751,37839
,264770,243533
,264120,243346
,264752,244020
,120561,242069
,264720,239833
,264999,242762
,264747,243399
,176516,244681
,189294,139102
,264722,244742
,265197,245359
,262768,233954
,262766,245777
,262763,233953
,265188,245140
,239695,245250
,262794,243712
,265394,246070
,185043,45186
,265638,246501
,265789,246635
,260816,38297
,262605,8624
,264136,164449
,228608,170431
,266085,29379
,265645,247547
,265448,248659
,79053,227559
,266646,248660
,266442,248954
,267090,248899
,267002,243179
,266938,201587
,266878,170879
,266831,249620
,266443,249155
,255932,249549
,267802,250660
,267901,74759
,220002,250621
,267358,224958
,262732,250960
,267554,250425
,267829,250961
,253674,250806
,269167,251362
,269611,251758
,269524,251327
,141906,251817
,267237,251629
,214046,251572
,269814,252383
,267904,252643
,267916,254601
,56576,254721
,19027,251197
,272567,252493
,268950,255449
,270342,252415
,165434,254759
,271375,256087
,272737,256532
,272742,256575
,272836,256574
,266962,255743
,102281,256578
,272366,256759
,273440,256571
,260865,75794
,264421,256576
,269595,256991
,270462,256577
,271446,257695
,274269,257490
,267710,258135
,274091,182539
,274086,88265
,271436,239347
,133518,252331
,275291,256879
,274412,33737
,273615,254603
,97228,258792
,274474,169386
,275360,233559
,275668,259095
,275286,46216
,275859,256867
,275370,185214
,276102,260694
,274199,261538
,274511,259413
,276744,261003
,276364,261797
,277812,261002
,277556,189682
,276486,260528
,276111,262552
,277968,262393
,277031,262532
,280245,261100
,280193,190438
,279425,236878
,280123,263751
,280755,264770
,279715,264120
,279924,264752
,213519,120561
,283851,264720
,160853,264999
,239490,264747
,283697,264997
,283891,176516
,283304,189294
,285024,264722
,267369,265197
,280333,262768
,152004,262766
,50607,262763
,285645,265188
,285558,239695
,100593,262794
,285852,265394
,285854,185043
,285523,265638
,286221,265789
,286845,260816
,287049,262605
,288143,264136
,287947,263916
,288121,228608
,264606,266085
,278844,265645
,282468,265448
,288242,264321
,276068,79053
,289028,266646
,250944,266442
,289152,267090
,289280,267002
,289655,266938
,179473,266878
,178238,266831
,242244,243294
,285814,263935
,291924,266443
,290916,255932
,290491,267802
,144249,267901
,291893,220002
,290913,267358
,153079,262732
,291996,267554
,292491,267829
,203132,253674
,260531,269167
,276424,269611
,293428,269524
,262050,141906
,262748,267237
,272532,214046
,294833,269814
,294893,267904
,292860,267916
,30881,56576
,295230,19027
,294856,272567
,295208,268950
,140392,270342
,251789,165434
,295901,271375
,295905,271757
,296229,272354
,249593,272737
,276466,272742
,296439,272583
,285637,272836
,296498,266962
,297645,102281
,297280,272366
,296998,273440
,298031,260865
,298281,264421
,298066,269595
,297734,270462
,297709,271446
,296836,274269
,299155,267710
,297392,274091
,295629,274086
,299928,271436
,299931,133518
,299631,275291
,63692,274412
,300536,273615
,245007,97228
,296781,274474
,297116,275360
,300780,275668
,296782,275286
,300805,275859
,296784,275370
,194175,276102
,302581,274199
,300981,274511
,285809,276744
,301530,276364
,303163,277812
,276906,277556
,303773,276486
,303794,276111
,303945,277968
,304573,277031
,304052,280245
,304826,280193
,304174,279425
,304927,280123
,43277,280755
,303705,279715
,303698,279924
,304083,213519
,303155,283851
,302470,97413
,283427,160853
,306392,239490
,306504,283697
,306970,283891
,306763,283304
,286524,285024
,208460,267369
,260626,48966
,297566,280333
,307398,152004
,303762,50607
,307816,285645
,232333,285558
,216627,100593
,298934,285852
,308898,285854
,308978,285523
,309035,286221
,271228,286845
,292505,107924
,309163,287049
,307758,288143
,309977,287947
,310089,288121
,236850,264606
,310609,278844
,304191,282468
,301455,288242
,311099,276068
,304217,289028
,298951,250944
,311835,289152
,295429,289280
,105668,288931
,120615,289655
,310396,290135
,310641,179473
,310903,178238
,313080,242244
,312074,285814
,314585,290034
,314777,291924
,103450,290916
,317066,290491
,317068,144249
,317057,291893
,277862,290913
,313478,153079
,312204,289228
,308672,282755
,317474,291996
,316199,292491
,314283,203132
,313943,260531
,251200,276424
,310470,293428
,318255,262050
,318609,262748
,318607,272532
,240690,294833
,318127,294893
,318731,292860
,319854,30881
,318772,295230
,320199,294856
,320511,295208
,319689,140392
,318797,251789
,308199,295901
,321385,295905
,155828,296229
,302831,249593
,321550,276466
,322253,296439
,321574,296878
,321818,285637
,202566,296498
,322812,297645
,323134,297280
,261498,296998
,322331,298031
,322538,298281
,287374,298066
,319532,297734
,139197,297709
,314063,296836
,305255,299155
,324429,297392
,314069,295629
,314075,299928
,324391,299931
,324285,188595
,314076,299631
,323690,63692
,324719,300536
,324995,245007
,21417,296781
,318010,297116
,325221,300780
,325523,296782
,325694,300805
,325812,296784
,325195,194175
,41092,302581
,325258,300981
,326377,285809
,325982,301530
,99540,303163
,268525,276906
,326116,300157
,306069,303773
,328315,303785
,86576,303794
,304135,303945
,328198,304573
,328481,304052
,197969,304826
,320084,304174
,329248,304927
,329512,43277
,324237,303705
,81493,303698
,328694,304083
,273499,303155
,149801,302470
,149803,283427
,330415,306392
,330640,306504
,330680,306970
,330754,306763
,330241,286524
,311603,208460
,287123,260626
,331550,297566
,328554,307398
,258072,303762
,332421,307816
,332489,232333
,329626,216627
,332034,298934
,327079,308898
,331311,308978
,332271,309035
,332982,271228
,333654,292505
,331447,309163
,334480,307758
,332053,309806
,334876,309977
,333803,310089
,316356,236850
,332019,310609
,333541,304191
,332124,301455
,335147,311099
,321608,304217
,334992,310424
,334864,298951
,328641,311835
,336231,295429
,336514,105668
,322914,120615
,334635,310396
,331551,310641
,337077,310903
,337209,312867
,252104,313080
,335778,312966
,335173,312074
,117960,314585
,237081,314777
,337887,103450
,337903,316756
,332521,317066
,338154,317068
,338271,317057
,183127,277862
,338656,313478
,338531,312204
,230244,308672
,338809,317474
,339000,316199
,339614,314283
,336833,313943
,338212,251200
,339896,310470
,340470,318255
,342410,318609
,340371,318607
,316269,240690
,341109,318127
,338675,318661
,342074,318731
,342559,319854
,342391,318772
,343245,319860
,342926,320199
,338229,320511
,341976,319689
,343422,318797
,339248,308199
,296786,321385
,295200,155828
,343242,321558
,338529,302831
,344436,321550
,344544,322253
,345429,321574
,345003,321818
,346007,202566
,343584,322812
,347302,323134
,343385,261498
,351853,322331
,351349,322538
,211529,287374
,349051,319532
,68305,139197
,350375,314063
,356363,305255
,347734,324429
,356778,314069
,335224,314075
,89432,324391
,358823,324285
,353731,314076
,358846,323690
,349782,324719
,350290,324995
,359940,21417
,350285,318010
,304176,325221
,360913,325523
,361559,325694
,347599,325812
,362106,325195
,362496,41092
,221782,325258
,139231,326377
,125326,325982
,361916,99540
,362404,268525
,362743,326116
,357325,306069
,365775,328315
,365041,86576
,345213,304135
,368452,328198
,369319,328481
,369295,197969
,369558,320084
,371987,329248
,71406,329512
,296589,324237
,367465,81493
,40580,328694
,371968,273499
,372818,149801
,372973,149803
,372013,330415
,106228,330640
,373950,330680
,348758,330754
,300542,330241
,373944,311603
,343832,287123
,374920,331550
,347587,328554
,348368,258072
,374689,332421
,376688,332489
,374111,329626
,376381,332034
,376779,327079
,86168,332008
,357997,331311
,335249,332271
,373885,332982
,353126,333654
,352785,331447
,130922,334480
,377184,332053
,335132,334876
,377393,333803
,378068,316356
,379086,332019
,378619,333541
,380520,332124
,378989,335147
,367629,321608
,376882,334992
,320878,334864
,347389,328641
,383358,336231
,379525,336514
,252779,322914
,384184,334635
,383491,331551
,216707,330353
,385389,337077
,384543,337209
,385504,252104
,385989,335778
,386272,335173
,385550,117960
,386762,237081
,386807,337887
,172388,337903
,386518,332521
,387536,338154
,337086,338271
,332635,183127
,388342,338656
,390546,338531
,387940,230244
,392931,338809
,391520,339000
,395007,339614
,392847,321592
,393007,336833
,393932,338212
,393147,340338
,394950,339896
,395691,340470
,395919,342410
,397842,340371
,319054,316269
,396759,341109
,392946,338675
,393161,342074
,397465,342559
,393719,342391
,396808,343245
,399087,342926
,399291,338229
,397467,341976
,396809,343422
,377141,339248
,395835,296786
,399997,337707
,398648,295200
,395071,343242
,398995,338529
,119181,344436
,400062,344544
,382703,345429
,401418,345003
,404879,346007
,198508,343584
,406478,347302
,400668,343385
,337680,351853
,406995,351349
,406171,211529
,406992,349051
,273728,68305
,407382,350375
,407434,24804
,408330,356363
,409705,346271
,408555,347734
,408124,356778
,409704,335224
,408060,89432
,411585,358823
,411841,353731
,411794,358846
,394547,349782
,411588,350290
,269401,359940
,159917,350285
,411529,360642
,356687,304176
,416401,360913
,416022,361559
